ID,LABEL,Type,ucumCode,description,expression,isDefinedBy
http://qudt.org/vocab/quantitykind/PressureRatio,Pressure Ratio,Named individual,,,,
http://qudt.org/vocab/quantitykind/PropagationCoefficient,Propagation coefficient,Named individual,,,,
http://qudt.org/vocab/quantitykind/PropellantBurnRate,Propellant Burn Rate,Named individual,,,,
http://qudt.org/vocab/quantitykind/QualityFactor,Quality Factor,Named individual,,,,
http://qudt.org/vocab/quantitykind/QuarticElectricDipoleMomentPerCubicEnergy,Quartic Electric Dipole Moment per Cubic Energy,Named individual,,,,
http://qudt.org/vocab/quantitykind/RF-Power,RF-Power Level,Named individual,,,,
http://qudt.org/vocab/quantitykind/Radiance,Radiance,Named individual,,,,
http://qudt.org/vocab/quantitykind/RadianceFactor,Radiance Factor,Named individual,,,,
http://qudt.org/vocab/quantitykind/RadiantEmmitance,Radiant Emmitance,Named individual,,,,
http://qudt.org/vocab/quantitykind/RadiantEnergyDensity,Radiant Energy Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/RadiantFluence,Radiant Fluence,Named individual,,,,
http://qudt.org/vocab/quantitykind/RadiantFluenceRate,Radiant Fluence Rate,Named individual,,,,
http://qudt.org/vocab/quantitykind/RadiantIntensity,Radiant Intensity,Named individual,,,,
http://qudt.org/vocab/quantitykind/Radiosity,Radiosity,Named individual,,,,
http://qudt.org/vocab/quantitykind/RatioOfSpecificHeatCapacities,Ratio of Specific Heat Capacities,Named individual,,,,
http://qudt.org/vocab/quantitykind/Reactance,Reactance,Named individual,,,,
http://qudt.org/vocab/quantitykind/ReactivePower,Reactive Power,Named individual,,,,
http://qudt.org/vocab/quantitykind/Reactivity,Reactivity,Named individual,,,,
http://qudt.org/vocab/quantitykind/RecombinationCoefficient,Recombination Coefficient,Named individual,,,,
http://qudt.org/vocab/quantitykind/Refectance,Refectance,Named individual,,,,
http://qudt.org/vocab/quantitykind/Reflectance,Reflectance,Named individual,,,,
http://qudt.org/vocab/quantitykind/ReflectanceFactor,Reflectance Factor,Named individual,,,,
http://qudt.org/vocab/quantitykind/RefractiveIndex,Refractive index,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativeHumidity,Relative Humidity,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativeMassConcentrationOfVapour,Relative Mass Concentration of Vapour,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativeMassDensity,Relative Mass Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativeMassExcess,Relative Mass Excess,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativeMassRatioOfVapour,Relative Mass Ratio of Vapour,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativePartialPressure,Relative Partial Pressure,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativePermittivity,Relative Permittivity,Named individual,,,,
http://qudt.org/vocab/quantitykind/RelativePressureCoefficient,Relative Pressure Coefficient,Named individual,,,,
http://qudt.org/vocab/quantitykind/ResidualResistivity,Residual Resistivity,Named individual,,,,
http://qudt.org/vocab/quantitykind/Resistance,Resistance,Named individual,,,,
http://qudt.org/vocab/quantitykind/Resistivity,Resistivity,Named individual,,,,
http://qudt.org/vocab/quantitykind/ResonanceEscapeProbability,Resonance Escape Probability,Named individual,,,,
http://qudt.org/vocab/quantitykind/RespiratoryRate,Respiratory Rate,Named individual,,,,
http://qudt.org/vocab/quantitykind/RichardsonConstant,Richardson Constant,Named individual,,,,
http://qudt.org/vocab/quantitykind/ScalarMagneticPotential,Scalar Magnetic Potential,Named individual,,,,
http://qudt.org/vocab/quantitykind/SecondAxialMomentOfArea,Second Axial Moment of Area,Named individual,,,,
http://qudt.org/vocab/quantitykind/SecondPolarMomentOfArea,Second Polar Moment of Area,Named individual,,,,
http://qudt.org/vocab/quantitykind/SectionModulus,Section Modulus,Named individual,,,,
http://qudt.org/vocab/quantitykind/SeebeckCoefficient,Seebeck Coefficient,Named individual,,,,
http://qudt.org/vocab/quantitykind/SerumOrPlasmaLevel,Serum or Plasma Level,Named individual,,,,
http://qudt.org/vocab/quantitykind/ShearModulus,Shear Modulus,Named individual,,,,
http://qudt.org/vocab/quantitykind/Short-RangeOrderParameter,Short-Range Order Parameter,Named individual,,,,
http://qudt.org/vocab/quantitykind/SignalDetectionThreshold,Signal Detection Threshold,Named individual,,,,
http://qudt.org/vocab/quantitykind/SignalStrength,Signal Strength,Named individual,,,,
http://qudt.org/vocab/quantitykind/Slowing-DownDensity,Slowing-Down Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/SolidAngle,Solid Angle,Named individual,,,,
http://qudt.org/vocab/quantitykind/SoundExposure,Sound exposure,Named individual,,,,
http://qudt.org/vocab/quantitykind/SoundExposureLevel,Sound exposure level,Named individual,,,,
http://qudt.org/vocab/quantitykind/SoundParticleVelocity,Sound particle velocity,Named individual,,,,
http://qudt.org/vocab/quantitykind/SoundPowerLevel,Sound power level,Named individual,,,,
http://qudt.org/vocab/quantitykind/SoundPressureLevel,Sound pressure level,Named individual,,,,
http://qudt.org/vocab/quantitykind/SoundReductionIndex,Sound reduction index,Named individual,,,,
http://qudt.org/vocab/quantitykind/SoundVolumeVelocity,Sound volume velocity,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificAcousticImpedance,Specific Acoustic Impedance,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificActivity,Specific Activity,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificEnergy,Specific Energy,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificEnthalpy,Specific Enthalpy,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificEntropy,Specific Entropy,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificGibbsEnergy,Specific Gibbs Energy,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificHeatCapacity,Specific Heat Capacity,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantPressure,Specific heat capacity at constant pressure,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantVolume,Specific heat capacity at constant volume,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtSaturation,Specific Heat Capacity at Saturation,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificHeatPressure,Specific Heat Pressure,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificHeatVolume,Specific Heat Volume,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificHelmholtzEnergy,Specific Helmholtz Energy,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificInternalEnergy,Specific Internal Energy,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificOpticalRotatoryPower,Specific Optical Rotatory Power,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpecificVolume,Specific Volume,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpectralAngularCrossSection,Spectral Angular Cross-section,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpectralCrossSection,Spectral Cross-section,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpectralLuminousEfficiency,Spectral Luminous Efficiency,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpectralRadiantEnergyDensity,Spectral Radiant Energy Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/Speed,Speed,Named individual,,,,
http://qudt.org/vocab/quantitykind/SpeedOfSound,Speed of sound,Named individual,,,,
http://qudt.org/vocab/quantitykind/StandardAbsoluteActivity,Standard Absolute Activity,Named individual,,,,
http://qudt.org/vocab/quantitykind/StandardGravitationalParameter,Standard Gravitational Parameter,Named individual,,,,
http://qudt.org/vocab/quantitykind/StatisticalWeight,Statistical Weight,Named individual,,,,
http://qudt.org/vocab/quantitykind/Stress,Stress,Named individual,,,,
http://qudt.org/vocab/quantitykind/StructureFactor,Structure Factor,Named individual,,,,
http://qudt.org/vocab/quantitykind/SurfaceActivityDensity,Surface Activity Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/SurfaceCoefficientOfHeatTransfer,Surface Coefficient of Heat Transfer,Named individual,,,,
http://qudt.org/vocab/quantitykind/SurfaceDensity,Surface Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/Temperature,Temperature,Named individual,,,,
http://qudt.org/vocab/quantitykind/TemperatureAmountOfSubstance,Temperature Amount of Substance,Named individual,,,,
http://qudt.org/vocab/quantitykind/TemperaturePerMagneticFluxDensity,Temperature per Magnetic Flux Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/TemperaturePerTime,Temperature per Time,Named individual,,,,
http://qudt.org/vocab/quantitykind/TemperatureRatio,Temperature Ratio,Named individual,,,,
http://qudt.org/vocab/quantitykind/TemporalSummationFunction,Temporal Summation Function,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalConductance,Thermal Conductance,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalConductivity,Thermal Conductivity,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalDiffusionFactor,Thermal Diffusion Factor,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalDiffusionRatio,Thermal Diffusion Ratio,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalDiffusionRatioCoefficient,Thermal Diffusion Coefficient,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalEnergy,Thermal Energy,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalEnergyLength,Thermal Energy Length,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalInsulance,Thermal Insulance,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalResistance,Thermal Resistance,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalResistivity,Thermal Resistivity,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermalUtilizationFactor,Thermal Utilization Factor,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThermodynamicTemperature,Thermodynamic Temperature,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThomsonCoefficient,Thomson Coefficient,Named individual,,,,
http://qudt.org/vocab/quantitykind/ThrustToMassRatio,Thrust To Mass Ratio,Named individual,,,,
http://qudt.org/vocab/quantitykind/Time,Time,Named individual,,,,
http://qudt.org/vocab/quantitykind/TimeSquared,Time Squared,Named individual,,,,
http://qudt.org/vocab/quantitykind/TimeTemperature,Time Temperature,Named individual,,,,
http://qudt.org/vocab/quantitykind/Torque,Torque,Named individual,,,,
http://qudt.org/vocab/quantitykind/TotalAtomicStoppingPower,Total Atomic Stopping Power,Named individual,,,,
http://qudt.org/vocab/quantitykind/TotalCurrent,Total Current,Named individual,,,,
http://qudt.org/vocab/quantitykind/TotalCurrentDensity,Total Current Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/TotalIonization,Total Ionization,Named individual,,,,
http://qudt.org/vocab/quantitykind/TotalLinearStoppingPower,Total Linear Stopping Power,Named individual,,,,
http://qudt.org/vocab/quantitykind/TotalMassStoppingPower,Total Mass Stopping Power,Named individual,,,,
http://qudt.org/vocab/quantitykind/Transmittance,Transmittance,Named individual,,,,
http://qudt.org/vocab/quantitykind/TransmittanceDensity,Transmittance Density,Named individual,,,,
http://qudt.org/vocab/quantitykind/Turbidity,Turbidity,Named individual,,,,
http://qudt.org/vocab/quantitykind/Turns,Turns,Named individual,,,,
http://qudt.org/vocab/quantitykind/Velocity,Velocity,Named individual,,,,
http://qudt.org/vocab/quantitykind/VideoFrameRate,Video Frame Rate,Named individual,,,,
http://qudt.org/vocab/quantitykind/Voltage,Voltage,Named individual,,,,
http://qudt.org/vocab/quantitykind/Volume,Volume,Named individual,,,,
http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate,Named individual,,,,
http://qudt.org/vocab/quantitykind/VolumeFraction,Volume Fraction,Named individual,,,,
http://qudt.org/vocab/quantitykind/VolumePerUnitTime,Volume per Unit Time,Named individual,,,,
http://qudt.org/vocab/quantitykind/VolumeThermalExpansion,Volume Thermal Expansion,Named individual,,,,
http://qudt.org/vocab/quantitykind/VolumetricFlux,Volumetric Flux,Named individual,,,,
http://qudt.org/vocab/quantitykind/VolumetricHeatCapacity,Volumetric Heat Capacity,Named individual,,,,
http://qudt.org/vocab/quantitykind/VolumicElectromagneticEnergy,Volumic Electromagnetic Energy,Named individual,,,,
http://qudt.org/vocab/sou/SOU_CGS,CGS System of Units,Named individual,,,,
http://qudt.org/vocab/sou/SOU_CGS-EMU,CGS System of Units - EMU,Named individual,,,,
http://qudt.org/vocab/sou/SOU_CGS-ESU,CGS System of Units ESU,Named individual,,,,
http://qudt.org/vocab/sou/SOU_CGS-GAUSS,CGS System of Units - Gaussian,Named individual,,,,
http://qudt.org/vocab/sou/SOU_IMPERIAL,Imperial System of Units,Named individual,,,,
http://qudt.org/vocab/sou/SOU_PLANCK,Planck System of Units,Named individual,,,,
http://qudt.org/vocab/sou/SOU_SI,International System of Units,Named individual,,,,
http://qudt.org/vocab/sou/SOU_USCS,US Customary Unit System,Named individual,,,,
http://qudt.org/vocab/unit/A,Ampere,Unit,A,,,
http://qudt.org/vocab/unit/A-HR,Ampere Hour,Derived Unit|Unit,A.h,,,
http://qudt.org/vocab/unit/A-M2,Ampere Square Meter,Derived Unit|Unit,A.m2,,,
http://qudt.org/vocab/unit/A-M2-PER-J-SEC,Ampere Square Metre Per Joule Second,Derived Unit|Unit,A.m2.J-1.s-1|A.m2/(J.s),,,
http://qudt.org/vocab/unit/A-PER-CentiM,Ampere Per Centimeter,Unit,A.cm-1,,,
http://qudt.org/vocab/unit/A-PER-CentiM2,Ampere Per Square Centimeter,Unit,A.cm-2|A/cm2,,,
http://qudt.org/vocab/unit/A-PER-DEG_C,Ampere per Degree Celsius,Unit,A.Cel-1|A/Cel,,,
http://qudt.org/vocab/unit/A-PER-J,Ampere per Joule,Unit,A.J-1|A/J,,,
http://qudt.org/vocab/unit/A-PER-M,Ampere per Metre,Derived Unit|Unit,A.m-1|A/m,,,
http://qudt.org/vocab/unit/A-PER-M2,Ampere per Square Metre,Derived Unit|Unit,A.m-2|A/m2,,,
http://qudt.org/vocab/unit/A-PER-M2-K2,Ampere per Square Metre Square Kelvin,Unit,A.m-2.K-1|A/(m2.K),,,
http://qudt.org/vocab/unit/A-PER-MilliM,Ampere Per Millimeter,Unit,A.mm-1|A/mm,,,
http://qudt.org/vocab/unit/A-PER-MilliM2,Ampere Per Square Millimetre,Unit,A.mm-2|A/mm2,,,
http://qudt.org/vocab/unit/A-PER-RAD,Ampere per Radian,Derived Unit|Unit,A.rad-1|A/rad,,,
http://qudt.org/vocab/unit/A-SEC,Ampere Second,Unit,A.s,,,
http://qudt.org/vocab/unit/AC,Acre,Derived Unit|Unit,[acr_br],,,
http://qudt.org/vocab/unit/AC-FT,Acre Foot,Derived Unit|Unit,[acr_br].[ft_i],,,
http://qudt.org/vocab/unit/AFN,Afghani,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/AMD,Armenian Dram,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/AMU,Atomic mass unit,Unit,u,,,
http://qudt.org/vocab/unit/ANGSTROM,Angstrom,Unit,Ao,,,
http://qudt.org/vocab/unit/ARCMIN,ArcMinute,Derived Unit|Unit,',,,
http://qudt.org/vocab/unit/ARCSEC,ArcSecond,Derived Unit|Unit,'',,,
http://qudt.org/vocab/unit/ARE,are,Unit,ar,,,
http://qudt.org/vocab/unit/ARS,Argentine Peso,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/AT,Ampere Turn,Derived Unit|Unit,,,,
http://qudt.org/vocab/unit/AT-PER-IN,Ampere Turn per Inch,Derived Unit|Unit,,,,
http://qudt.org/vocab/unit/AT-PER-M,Ampere Turn per Meter,Derived Unit|Unit,,,,
http://qudt.org/vocab/unit/ATM,Standard Atmosphere,Unit,atm,,,
http://qudt.org/vocab/unit/ATM_T,Technical Atmosphere,Unit,att,,,
http://qudt.org/vocab/unit/AU,astronomical-unit,Unit,AU,,,
http://qudt.org/vocab/unit/AUD,Australian Dollar,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/AWG,Aruban Guilder,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/AZN,Azerbaijanian Manat,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/A_Ab,Abampere,Unit,Bi,,,
http://qudt.org/vocab/unit/A_Ab-CentiM2,Abampere Square centimeter,Unit,Bi.cm2,,,
http://qudt.org/vocab/unit/A_Ab-PER-CentiM2,Abampere per Square Centimeter,Unit,Bi.cm-2|Bi/cm2,,,
http://qudt.org/vocab/unit/A_Stat,Statampere,Unit,,,,
http://qudt.org/vocab/unit/A_Stat-PER-CentiM2,Statampere per Square Centimetre,Unit,,,,
http://qudt.org/vocab/unit/AttoC,AttoCoulomb,Derived Unit|Unit,aC,,,
http://qudt.org/vocab/unit/AttoFARAD,Attofarad,Unit,aF,,,
http://qudt.org/vocab/unit/AttoJ,Attojoule,Unit,aJ,,,
http://qudt.org/vocab/unit/AttoJ-SEC,Attojoule Second,Unit,aJ.s,,,
http://qudt.org/vocab/unit/B,Bel,Dimensionless Unit|Logarithmic Unit|Unit,B,,,
http://qudt.org/vocab/unit/BAN,Ban,Unit,,,,
http://qudt.org/vocab/unit/BAR,Bar,Unit,bar,,,
http://qudt.org/vocab/unit/BAR-L-PER-SEC,Bar Litre Per Second,Unit,bar.L.s-1|bar.L/s,,,
http://qudt.org/vocab/unit/BAR-M3-PER-SEC,Bar Cubic Metre Per Second,Unit,bar.m3.s-1|bar.m3/s,,,
http://qudt.org/vocab/unit/BAR-PER-BAR,Bar Per Bar,Unit,bar.bar-1|bar/bar,,,
http://qudt.org/vocab/unit/BAR-PER-K,Bar Per Kelvin,Unit,bar.K-1|bar/K,,,
http://qudt.org/vocab/unit/BARAD,Barad,Unit,,,,
http://qudt.org/vocab/unit/BARN,Barn,Unit,b,,,
http://qudt.org/vocab/unit/BARYE,Barye,Unit,,,,
http://qudt.org/vocab/unit/BBD,Barbados Dollar,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/BBL,Barrel,Unit,[bbl_us],,,
http://qudt.org/vocab/unit/BBL_UK_PET,Barrel (UK Petroleum),Unit,,,,
http://qudt.org/vocab/unit/BBL_UK_PET-PER-DAY,Barrel (UK Petroleum) Per Day,Unit,,,,
http://qudt.org/vocab/unit/BBL_UK_PET-PER-HR,Barrel (UK Petroleum) Per Hour,Unit,,,,
http://qudt.org/vocab/unit/BBL_UK_PET-PER-MIN,Barrel (UK Petroleum) Per Minute,Unit,,,,
http://qudt.org/vocab/unit/BBL_UK_PET-PER-SEC,Barrel (UK Petroleum) Per Second,Unit,,,,
http://qudt.org/vocab/unit/BBL_US,Barrel (US),Unit,[bbl_us],,,
http://qudt.org/vocab/unit/BBL_US-PER-DAY,Barrel (US) Per Day,Unit,[bbl_us].d-1|[bbl_us]/d,,,
http://qudt.org/vocab/unit/BBL_US-PER-MIN,Barrel (US) Per Minute,Unit,[bbl_us].min-1|[bbl_us]/min,,,
http://qudt.org/vocab/unit/BBL_US_DRY,Dry Barrel (US),Unit,,,,
http://qudt.org/vocab/unit/BBL_US_PET-PER-HR,Barrel (US Petroleum) Per Hour,Unit,[bbl_us].h-1|[bbl_us]/h,,,
http://qudt.org/vocab/unit/BBL_US_PET-PER-SEC,Barrel (US Petroleum) Per Second,Unit,[bbl_us].s-1|[bbl_us]/s,,,
http://qudt.org/vocab/unit/BDT,Bangladeshi Taka,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/BEAT-PER-MIN,Heart Beats per Minute,Derived Unit|Unit,/min{H.B.}|min-1{H.B.},,,
http://qudt.org/vocab/unit/BFT,Beaufort,Unit,,,,
http://qudt.org/vocab/unit/BHD,Bahraini Dinar,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/BIOT,Biot,Unit,Bi,,,
http://qudt.org/vocab/unit/BIT,Bit,Unit,bit,,,
http://qudt.org/vocab/unit/BIT-PER-SEC,Bit per Second,Derived Unit|Unit,Bd|bit.s-1|bit/s,,,
http://qudt.org/vocab/unit/BQ,Becquerel,Derived Unit|Unit,Bq,,,
http://qudt.org/vocab/unit/BQ-PER-KiloGM,Becquerel per Kilogram,Derived Unit|Unit,Bq.kg-1|Bq/kg,,,
http://qudt.org/vocab/unit/BQ-PER-L,Becquerels per litre,Unit,Bq.L-1,,,
http://qudt.org/vocab/unit/BQ-PER-M2,Becquerel per Square Meter,Derived Unit|Unit,Bq.m-2|Bq/m2,,,
http://qudt.org/vocab/unit/BQ-PER-M3,Becquerel per Cubic Meter,Derived Unit|Unit,Bq.m-3|Bq/m3,,,
http://qudt.org/vocab/unit/BQ-SEC-PER-M3,Becquerels second per cubic metre,Unit,Bq.s.m-3,,,
http://qudt.org/vocab/unit/BREATH-PER-MIN,Breath per Minute,Derived Unit|Unit,/min{breath}|min-1{breath},,,
http://qudt.org/vocab/unit/BSD,Bahamian Dollar,Currency Unit|Unit,,,,
http://qudt.org/vocab/unit/BTU_IT,British Thermal Unit (International Definition),Unit,[Btu_IT],,,
http://qudt.org/vocab/unit/BTU_IT-FT,BTU Foot,Derived Unit|Unit,[Btu_IT].[ft_i],,,
http://qudt.org/vocab/unit/BTU_IT-FT-PER-FT2-HR-DEG_F,BTU (IT) Foot per Square Foot Hour Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[ft_i].[ft_i]-2.h-1.[degF]-1|[Btu_IT].[ft_i]/([ft_i]2.h.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-IN,BTU Inch,Derived Unit|Unit,[Btu_IT].[in_i],,,
http://qudt.org/vocab/unit/BTU_IT-IN-PER-FT2-HR-DEG_F,British Thermal Unit (international Table) Inch Per Hour Square Foot Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[in_i].[ft_i]-2.h-1.[degF]-1|[Btu_IT].[in_i]/([ft_i]2.h.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-IN-PER-FT2-SEC-DEG_F,BTU (IT) Inch per Square Foot Second Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[in_i].[ft_i]-2.s-1.[degF]-1|[Btu_IT].[in_i]/([ft_i]2.s.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-IN-PER-HR-FT2-DEG_F,British Thermal Unit (international Table) Inch Per Hour Square Foot degree Fahrenheit,Unit,[Btu_IT].[in_i].h-1.[ft_i]-2.[degF]-1|[Btu_IT].[in_i]/(h.[ft_i]2.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-IN-PER-SEC-FT2-DEG_F,British Thermal Unit (international Table) Inch Per Second Square Foot degree Fahrenheit,Unit,[Btu_IT].[in_i].s-1.[ft_i]-2.[degF]-1|[Btu_IT].[in_i]/(s.[ft_i]2.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-DEG_F,BTU (IT) per Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[degF]-1|[Btu_IT]/[degF],,,
http://qudt.org/vocab/unit/BTU_IT-PER-DEG_R,BTU per Degree Rankine,Derived Unit|Unit,[Btu_IT].[degR]-1|[Btu_IT]/[degR],,,
http://qudt.org/vocab/unit/BTU_IT-PER-FT2,BTU per Square Foot,Derived Unit|Unit,[Btu_IT].[ft_i]-2|[Btu_IT]/[ft_i]2,,,
http://qudt.org/vocab/unit/BTU_IT-PER-FT2-HR-DEG_F,BTU per Square Foot Hour Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[ft_i]-2.h-1.[degF]-1|[Btu_IT]/([ft_i]2.h.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-FT2-SEC-DEG_F,BTU per Square Foot Second Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[ft_i]-2.s-1.[degF]-1|[Btu_IT]/([ft_i]2.s.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-FT3,British Thermal Unit (IT) Per Cubic Foot,Unit,[Btu_IT].[ft_i]-3|[Btu_IT]/[ft_i]3,,,
http://qudt.org/vocab/unit/BTU_IT-PER-HR,BTU per Hour,Derived Unit|Unit,[Btu_IT].h-1|[Btu_IT]/h,,,
http://qudt.org/vocab/unit/BTU_IT-PER-HR-FT2,BTU per Hour Square Foot,Derived Unit|Unit,[Btu_IT].h-1.[ft_i]-2|[Btu_IT]/(h.[ft_i]2),,,
http://qudt.org/vocab/unit/BTU_IT-PER-HR-FT2-DEG_R,British Thermal Unit (international Table) Per Hour Square Foot degree Rankine,Unit,[Btu_IT].h-1.[ft_i]-2.[degR]-1|[Btu_IT]/(h.[ft_i]2.[degR]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-LB,BTU-IT-PER-lb,Derived Unit|Unit,[Btu_IT].[lb_av]-1|[Btu_IT]/[lb_av],,,
http://qudt.org/vocab/unit/BTU_IT-PER-LB-DEG_F,BTU per Pound Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[lb_av]-1.[degF]-1|[Btu_IT]/([lb_av].[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-LB-DEG_R,BTU per Pound Degree Rankine,Derived Unit|Unit,[Btu_IT].[lb_av]-1.[degR]-1|[Btu_IT]/([lb_av].[degR]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-LB-MOL,BTU per Pound Mole,Derived Unit|Unit,[Btu_IT].[lb_av]-1.mol-1|[Btu_IT]/([lb_av].mol),,,
http://qudt.org/vocab/unit/BTU_IT-PER-LB_F,British Thermal Unit (international Table) Per Pound,Unit,[Btu_IT].[lbf_av]-1|[Btu_IT]/[lbf_av],,,
http://qudt.org/vocab/unit/BTU_IT-PER-LB_F-DEG_F,British Thermal Unit (international Table) Per Pound Degree Fahrenheit,Unit,[Btu_IT].[lbf_av]-1.[degF]-1|[Btu_IT]/([lbf_av].[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-LB_F-DEG_R,British Thermal Unit (international Table) Per Pound Degree Rankine,Unit,[Btu_IT].[lbf_av]-1.[degR]-1|[Btu_IT]/([lbf_av].[degR]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-MIN,British Thermal Unit (international Table) Per Minute,Unit,[Btu_IT].min-1|[Btu_IT]/min,,,
http://qudt.org/vocab/unit/BTU_IT-PER-MOL-DEG_F,BTU per Pound Mole Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].mol-1.[degF]-1|[Btu_IT]/(mol.[degF]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-SEC,BTU per Second,Derived Unit|Unit,[Btu_IT].s-1|[Btu_IT]/s,,,
http://qudt.org/vocab/unit/BTU_IT-PER-SEC-FT-DEG_R,British Thermal Unit (international Table) Per Second Foot Degree Rankine,Unit,[Btu_IT].s-1.[ft_i]-1.[degR]-1|[Btu_IT]/(s.[ft_i].[degR]),,,
http://qudt.org/vocab/unit/BTU_IT-PER-SEC-FT2,BTU per Second Square Foot,Derived Unit|Unit,[Btu_IT].s-1.[ft_i]-2|[Btu_IT]/(s.[ft_i]2),,,
http://qudt.org/vocab/unit/BTU_IT-PER-SEC-FT2-DEG_R,British Thermal Unit (international Table) Per Second Square Foot degree Rankine,Unit,[Btu_IT].s-1.[ft_i]-2.[degR]-1|[Btu_IT]/(s.[ft_i]2.[degR]),,,
http://qudt.org/vocab/unit/BTU_MEAN,British Thermal Unit (mean),Unit,[Btu_m],,,
http://qudt.org/vocab/unit/BTU_TH,British Thermal Unit (Thermochemical Definition),Unit,[Btu_th],,,
http://qudt.org/vocab/unit/BTU_TH-FT-PER-FT2-HR-DEG_F,BTU (TH) Foot per Square Foot Hour Degree Fahrenheit,Derived Unit|Unit,[Btu_IT].[ft_i]-2.h-1.[degF]-1|[Btu_IT]/([ft_i]2.h.[degF]),,,
