QUDT label,QUDT ID
API Gravity,http://qudt.org/vocab/quantitykind/Gravity_API
Abampere,http://qudt.org/vocab/unit/A_Ab
Abampere Square centimeter,http://qudt.org/vocab/unit/A_Ab-CentiM2
Abampere per Square Centimeter,http://qudt.org/vocab/unit/A_Ab-PER-CentiM2
Abcoulomb,http://qudt.org/vocab/unit/C_Ab
Abcoulomb per Square Centimetre,http://qudt.org/vocab/unit/C_Ab-PER-CentiM2
Abfarad,http://qudt.org/vocab/unit/FARAD_Ab
Abfarad per Centimetre,http://qudt.org/vocab/unit/FARAD_Ab-PER-CentiM
Abhenry,http://qudt.org/vocab/unit/H_Ab
Abohm,http://qudt.org/vocab/unit/OHM_Ab
Absiemen,http://qudt.org/vocab/unit/S_Ab
Absolute Activity,http://qudt.org/vocab/quantitykind/AbsoluteActivity
Absorbed Dose,http://qudt.org/vocab/quantitykind/AbsorbedDose
Absorbed Dose Rate,http://qudt.org/vocab/quantitykind/AbsorbedDoseRate
Absorptance,http://qudt.org/vocab/quantitykind/Absorptance
Abtesla,http://qudt.org/vocab/unit/T_Ab
Abvolt,http://qudt.org/vocab/unit/V_Ab
Abvolt Second,http://qudt.org/vocab/unit/V_Ab-SEC
Abvolt per centimetre,http://qudt.org/vocab/unit/V_Ab-PER-CentiM
Acceleration,http://qudt.org/vocab/quantitykind/Acceleration
Acidity,http://qudt.org/vocab/unit/PH
Acoustic Impediance,http://qudt.org/vocab/quantitykind/AcousticImpedance
Acre Foot,http://qudt.org/vocab/unit/AC-FT
Action,http://qudt.org/vocab/quantitykind/Action
Activity,http://qudt.org/vocab/quantitykind/Activity
Activity Coefficient,http://qudt.org/vocab/quantitykind/ActivityCoefficient
Activity Concentration,http://qudt.org/vocab/quantitykind/ActivityConcentration
Admittance,http://qudt.org/vocab/quantitykind/Admittance
Afghani,http://qudt.org/vocab/unit/AFN
Algerian Dinar,http://qudt.org/vocab/unit/DZD
All Units Ontology Version 2.1.2,http://www.linkedmodel.org/schema/vaem#GMD_QUDT-UNITS-ALL
Amount of Substance,http://qudt.org/vocab/quantitykind/AmountOfSubstance
Amount of Substance of Concentration of B,http://qudt.org/vocab/quantitykind/AmountOfSubstanceConcentrationOfB
Amount of Substance of Fraction of B,http://qudt.org/vocab/quantitykind/AmountOfSubstanceFractionOfB
Amount of Substance per Unit Mass,http://qudt.org/vocab/quantitykind/AmountOfSubstancePerUnitMass
Amount of Substance per Unit Volume,http://qudt.org/vocab/quantitykind/AmountOfSubstancePerUnitVolume
Ampere Hour,http://qudt.org/vocab/unit/A-HR
Ampere Per Centimeter,http://qudt.org/vocab/unit/A-PER-CentiM
Ampere Per Millimeter,http://qudt.org/vocab/unit/A-PER-MilliM
Ampere Per Square Centimeter,http://qudt.org/vocab/unit/A-PER-CentiM2
Ampere Per Square Millimetre,http://qudt.org/vocab/unit/A-PER-MilliM2
Ampere Second,http://qudt.org/vocab/unit/A-SEC
Ampere Square Meter,http://qudt.org/vocab/unit/A-M2
Ampere Square Metre Per Joule Second,http://qudt.org/vocab/unit/A-M2-PER-J-SEC
Ampere Turn,http://qudt.org/vocab/unit/AT
Ampere Turn per Inch,http://qudt.org/vocab/unit/AT-PER-IN
Ampere Turn per Meter,http://qudt.org/vocab/unit/AT-PER-M
Ampere per Degree Celsius,http://qudt.org/vocab/unit/A-PER-DEG_C
Ampere per Joule,http://qudt.org/vocab/unit/A-PER-J
Ampere per Metre,http://qudt.org/vocab/unit/A-PER-M
