ontology ID,label,Type,has_obo_namespace,SubClass Of,has_prefix,is_unit_of,definition,definition cross reference,comment,exact synonym,narrow synonym,related synonym,created_by,creation date,in_subset,has_alternative_id
UO:0000199,microliter per kilogram,class,unit.ontology,specific volume unit,,,A specific volume unit which is equal to one millionth of a liter per kilogram or 10^[-6] l/kg.,NIST:NIST,,microlitre per kilogram|ul/kg,,,george gkoutos,,unit_slim,
UO:0000200,cell concentration unit,class,unit.ontology,concentration unit,,,A concentration unit which denotes the average cell number in a given volume.,Bioedonline:Bioedonline,,,,,george gkoutos,,unit_group_slim,
UO:0000201,cells per milliliter,class,unit.ontology,cell concentration unit,,,A unit of cell concentration which is equal to one cell in a volume of 1 milliliter.,Bioedonline:Bioedonline,,cells per millilitre|cells per ml,,,george gkoutos,,unit_slim,
UO:0000202,catalytic (activity) concentration unit,class,unit.ontology,concentration unit,,PATO:0001674,A concentration unit which is a standard measure of the amount of the action of a catalyst in a given volume.,UOC:GVG,,,,,george gkoutos,,unit_group_slim,
UO:0000203,katal per cubic meter,class,unit.ontology,UO:0000202,,,A catalytic (activity) concentration unit which is equal to 1 katal activity of a catalyst in a given volume of one cubic meter.,NIST:NIST,,kat/m^[3]|katal per cubic metre,,,george gkoutos,,unit_slim,
UO:0000204,katal per liter,class,unit.ontology,UO:0000202,,,A catalytic (activity) concentration unit which is equal to 1 katal activity of a catalyst in a given volume of one thousandth of a cubic meter.,NIST:NIST,,kat/l|katal per litre,,,george gkoutos,,unit_slim,
UO:0000205,volume per unit volume,class,unit.ontology,concentration unit,,,A dimensionless concentration unit which denotes the given volume of the solute in the total volume of the resulting solution.,NIST:NIST,,,,,george gkoutos,,unit_group_slim,
UO:0000206,milliliter per cubic meter,class,unit.ontology,volume per unit volume,,,A volume per unit volume unit which is equal to one millionth of a liter of solute in one cubic meter of solution.,NIST:NIST,,millilitre per cubic metre|ml/m^[3],,,george gkoutos,,unit_slim,
UO:0000207,milliliter per liter,class,unit.ontology,volume per unit volume,,,A volume per unit volume unit which is equal to one millionth of a liter of solute in one liter of solution.,NIST:NIST,,millilitre per litre|ml/l,,,george gkoutos,,unit_slim,
UO:0000208,gram per deciliter,class,unit.ontology,mass density unit,,,A mass density unit which is equal to mass of an object in grams divided by the volume in deciliters.,UOC:GVG,,g/dl|gram per decilitre,,,george gkoutos,,unit_slim,
UO:0000209,deciliter,class,unit.ontology,volume unit,,,A volume unit which is equal to one tenth of a liter or 10^[-1] L.,NIST:NIST,,decilitre|dl,,,george gkoutos,,unit_slim,
UO:0000210,colony forming unit,class,unit.ontology,count unit,,,A dimensionless count unit which a measure of viable bacterial numbers.,Wikipedia:Wikipedia,,cfu,,,george gkoutos,,unit_slim,
UO:0000211,plaque forming unit,class,unit.ontology,count unit,,,A dimensionless count unit which a measure of plague forming units in a given volume.,Wikipedia:Wikipedia,,pfu,,,george gkoutos,,unit_slim,
UO:0000212,colony forming unit per volume,class,unit.ontology,concentration unit,,,A concentration unit which a measure of viable bacterial numbers in a given volume.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000213,colony forming unit per milliliter,class,unit.ontology,colony forming unit per volume,,,A colony forming unit which a measure of viable bacterial numbers in one milliliter.,Wikipedia:Wikipedia,,cfu/ml|colony forming unit per millilitre,,,george gkoutos,,unit_slim,
UO:0000214,plaque forming unit per volume,class,unit.ontology,concentration unit,,,A concentration unit which a measure of plague forming units in a given volume.,UOC:GVG,,,,,george gkoutos,,unit_group_slim,
UO:0000215,plaque forming unit per milliliter,class,unit.ontology,plaque forming unit per volume,,,A concentration unit which a measure of plague forming units in one milliliter.,UOC:GVG,,pfu/ml|plaque forming unit per millilitre,,,george gkoutos,,unit_slim,
UO:0000216,disintegrations per second,class,unit.ontology,UO:0000128,,,An activity (of a radionuclide) unit which is equal to the activity of a quantity of radioactive material in which one nucleus decays per second or there is one atom disintegration per second.,ORCBS:ORCBS,,dps,,,george gkoutos,,unit_slim,
UO:0000217,electric potential difference unit,class,unit.ontology,unit,,PATO:0001464,A unit which is a standard measure of the work done per unit charge as a charge is moved between two points in an electric field.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000218,volt,class,unit.ontology,electric potential difference unit,,,An electric potential difference unit which is equal to the work per unit charge. One volt is the potential difference required to move one coulomb of charge between two points in a circuit while using one joule of energy.,Wikipedia:Wikipedia,,V,,,george gkoutos,,unit_slim,
UO:0000219,electric charge,class,unit.ontology,unit,,,A unit which is a standard measure of the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons.,WordNet:WordNet,,,,,george gkoutos,,unit_group_slim,
UO:0000220,coulomb,class,unit.ontology,electric charge,,,An electrical charge unit which is equal to the amount of charge transferred by a current of 1 ampere in 1 second.,WordNet:WordNet,,C,,,george gkoutos,,unit_slim,
UO:0000221,dalton,class,unit.ontology,mass unit,,,"An independently to the base SI units defined mass unit which is equal to one twelfth of the mass of an unbound atom of the carbon-12 nuclide, at rest and in its ground state.",Wikipedia:Wikipedia,,Da|amu|u|unified atomic mass unit,,,george gkoutos,,unit_slim,
UO:0000222,kilodalton,class,unit.ontology,mass unit,,,A mass unit which is equal to one thousand daltons.,Wikipedia:Wikipedia,,kDa,,,george gkoutos,,unit_slim,
UO:0000223,watt-hour,class,unit.ontology,energy unit,,,An energy unit which is equal to the amount of electrical energy equivalent to a one-watt load drawing power for one hour.,Wikipedia:Wikipedia,,Wh,,,george gkoutos,,unit_slim,
UO:0000224,kilowatt-hour,class,unit.ontology,energy unit,,,"An energy unit which is equal to 1,000 watt-hours.",Wikipedia:Wikipedia,,,,,george gkoutos,,unit_slim,
UO:0000225,magnetic flux unit,class,unit.ontology,unit,,PATO:0001682,"A unit which is a standard measure of quantity of magnetism, taking account of the strength and the extent of a magnetic field.",Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000226,weber,class,unit.ontology,magnetic flux unit,,,A magnetic flux unit which is equal to the amount of flux that when linked with a single turn of wire for an interval of one second will induce an electromotive force of one volt.,ScienceLobby:ScienceLobby,,V s|Wb,,volt-second,george gkoutos,,unit_slim,
UO:0000227,magnetic flux density unit,class,unit.ontology,unit,,,A unit which is a standard measure of the strength of a magnetic field.,allnet:allnet,,B,,,george gkoutos,,unit_group_slim,
UO:0000228,tesla,class,unit.ontology,magnetic flux density unit,,,A magnetic flux density unit which is equal to one weber per square meter.,WordNet:WordNet,,T|Wb/m2,,,george gkoutos,,unit_slim,
UO:0000229,volt-hour,class,unit.ontology,magnetic flux unit,,,A magnetic flux unit which is equal to 3600 Wb.,UOC:GVG,,Vh,,,george gkoutos,,unit_slim,
UO:0000230,kilovolt-hour,class,unit.ontology,magnetic flux unit,,,A magnetic flux unit which is equal to one thousand volt-hours.,UOC:GVG,,kVh,,,george gkoutos,,unit_slim,
UO:0000231,information unit,class,unit.ontology,unit,,,A unit which is a standard measure of the amount of information.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000232,bit,class,unit.ontology,information unit,,,"An information unit which refers to a digit in the binary numeral system, which consists of base 2 digits (ie there are only 2 possible values: 0 or 1).",Wikipedia:Wikipedia,,,,,george gkoutos,,unit_slim,
UO:0000233,byte,class,unit.ontology,information unit,,,An information unit which is equal to 8 bits.,Wikipedia:Wikipedia,,B,,,george gkoutos,,unit_slim,
UO:0000234,kilobyte,class,unit.ontology,information unit,,,An information unit which is equal to 1000 bytes.,Wikipedia:Wikipedia,,kB,,,george gkoutos,,unit_slim,
UO:0000235,megabyte,class,unit.ontology,information unit,,,An information unit which is equal to 1000 kB.,Wikipedia:Wikipedia,,MB,,,george gkoutos,,unit_slim,
UO:0000236,image resolution unit,class,unit.ontology,information unit,,,An information unit which is a standard measure of the detail an image holds.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000237,chroma sampling unit,class,unit.ontology,image resolution unit,,,An image resolution unit which is a standard measure of the amount of spatial detail in an image.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_slim,
UO:0000238,dynamic range unit,class,unit.ontology,image resolution unit,,,An image resolution unit which is a standard measure of the amount of contrast available in a pixel.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_slim,
UO:0000239,spatial resolution unit,class,unit.ontology,image resolution unit,,,An image resolution unit which is a standard measure of the way luminance and chrominance may be sampled at different levels.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000240,dots per inch,class,unit.ontology,spatial resolution unit,,,"A spatial resolution unit which is a standard measure of the printing resolution, in particular the number of individual dots of ink a printer or toner can produce within a linear one-inch space.",Wikipedia:Wikipedia,,dpi,,,george gkoutos,,unit_slim,
UO:0000241,micron pixel,class,unit.ontology,spatial resolution unit,,,A spatial resolution unit which is equal to a pixel size of one micrometer.,Wikipedia:Wikipedia,,micrometer pixel,,,george gkoutos,,unit_slim,
UO:0000242,pixels per inch,class,unit.ontology,spatial resolution unit,,,"A spatial resolution unit which is a standard measure of the resolution of a computer display, related to the size of the display in inches and the total number of pixels in the horizontal and vertical directions.",Wikipedia:Wikipedia,,pixel density|ppi,,,george gkoutos,,unit_slim,
UO:0000243,pixels per millimeter,class,unit.ontology,spatial resolution unit,,,A spatial resolution unit which is a standard measure of the number of pixels in one millimeter length or width of a digital image divided by the physical length or width of a printed image.,Wikipedia:Wikipedia,,pixels per millimetre,,,george gkoutos,,unit_slim,
UO:0000244,base pair,class,unit.ontology,count unit,,,A count unit which contains one nucleotide.,UO:GVG,,bp,,,george gkoutos,,unit_slim,
UO:0000245,kibibyte,class,unit.ontology,information unit,,,An information unit which is equal to 1024 B.,NIST:NIST,,KiB,,,george gkoutos,,unit_slim,
UO:0000246,mebibyte,class,unit.ontology,information unit,,,An information unit which is equal to 1024 KiB.,NIST:NIST,,MiB,,,george gkoutos,,unit_slim,
UO:0000247,millivolt,class,unit.ontology,electric potential difference unit,,,An electric potential difference unit which is equal to one thousandth of a volt or 10^[-3] V.,UOC:GVG,,mV,,,george gkoutos,,unit_slim,
UO:0000248,kilovolt,class,unit.ontology,electric potential difference unit,,,An electric potential difference unit which is equal to one thousand volts or 10^[3] V.,UOC:GVG,,kV,,,george gkoutos,,unit_slim,
UO:0000249,microvolt,class,unit.ontology,electric potential difference unit,,,An electric potential difference unit which is equal to one millionth of a volt or 10^[-6] V.,UOC:GVG,,uV,,,george gkoutos,,unit_slim,
UO:0000250,nanovolt,class,unit.ontology,electric potential difference unit,,,An electric potential difference unit which is equal to one billionth of a volt or 10^[-12] V.,UOC:GVG,,nV,,,george gkoutos,,unit_slim,
UO:0000251,picovolt,class,unit.ontology,electric potential difference unit,,,An electric potential difference unit which is equal to one trillionth of a volt or 10^[-12] V.,UOC:GVG,,pV,,,george gkoutos,,unit_slim,
UO:0000252,megavolt,class,unit.ontology,electric potential difference unit,,,An electric potential difference unit which is equal to one million volts or 10^[6] V.,UOC:GVG,,MV,,,george gkoutos,,unit_slim,
UO:0000253,surface tension unit,class,unit.ontology,unit,,PATO:0001461,A unit which is a standard measure of the ability of a liguid to attraction of molecules at its surface as a result of unbalanced molecular cohesive forces.,NIST:NIST,,,,,george gkoutos,,unit_group_slim,
UO:0000254,newton per meter,class,unit.ontology,surface tension unit,,,A surface tension unit which is equal to one newton per meter.,NIST:NIST,,N/m|newton per metre,,,george gkoutos,,unit_slim,
UO:0000255,dyne per cm,class,unit.ontology,surface tension unit,,,A surface tension unit which is equal to one dyne per centimeter.,Wikipedia:Wikipedia,,dyn/cm,,,george gkoutos,,unit_slim,
UO:0000256,viscosity unit,class,unit.ontology,unit,,PATO:0000992,A unit which is a standard measure of the internal resistance of fluids to flow.,UOC:GVG,,,,,george gkoutos,,unit_group_slim,
UO:0000257,pascal second,class,unit.ontology,viscosity unit,,,A viscosity unit which is equal to one pascale per second.,NIST:NIST,,Pa s,,,george gkoutos,,unit_slim,
UO:0000258,poise,class,unit.ontology,viscosity unit,,,A viscosity unit which is equal to one dyne second per square centimeter.,Wikipedia:Wikipedia,,P|dyne s/cm^2,,,george gkoutos,,unit_slim,
UO:0000259,decibel,class,unit.ontology,UO:0000190,,PATO:0001521,A ratio unit which is an indicator of sound power per unit area.,techtarget:techtarget,,dB,,,george gkoutos,,unit_slim,
UO:0000260,effective dose unit,class,unit.ontology,radiation unit,,PATO:0001747,A unit which is a standard measure of the estimate of the stochastic effect that a non-uniform radiation dose has on a human.,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_slim,
UO:0000261,conduction unit,class,unit.ontology,unit,,,A unit which represents a standard measurement of the transmission of an entity through a medium.,UOC:GVG,,,,,george gkoutos,,unit_group_slim,
UO:0000262,electrical conduction unit,class,unit.ontology,conduction unit,,PATO:0001757,A unit which represents a standard measurement of the movement of electrically charged particles through a transmission medium (electrical conductor).,UOC:GVG,,,,,george gkoutos,,unit_group_slim,
UO:0000263,heat conduction unit,class,unit.ontology,conduction unit,,PATO:0001756,"A unit which represents a standard measurement of the spontaneous transfer of thermal energy through matter, from a region of higher temperature to a region of lower temperature.",Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000264,siemens,class,unit.ontology,electrical conduction unit,,,An electrical conduction unit which is equal to A/V.,NIST:NIST,,A V^-1,,S|mho,george gkoutos,,unit_slim,
UO:0000265,watt per meter kelvin,class,unit.ontology,heat conduction unit,,,An heat conduction unit which is equal to one watt divided by meter kelvin.,NIST:NIST,,W/m K,,watt per metre kelvin,george gkoutos,,unit_slim,
UO:0000266,electronvolt,class,unit.ontology,energy unit,,,A non-SI unit of energy (eV) defined as the energy acquired by a single unbound electron when it passes through an electrostatic potential difference of one volt. An electronvolt is equal to 1.602 176 53(14) x 10^-19 J.,Wikipedia:Wikipedia,,eV|electron volt,,,george gkoutos,,unit_slim,
UO:0000267,electric field strength unit,class,unit.ontology,unit,,,The electric field strength is a unit which is a measure of the potential difference between two points some distance apart.,Wikipedia:http\://en.wikipedia.org/wiki/Electric_field,,E-field strength,,,george gkoutos,2009-03-03T12:23:16Z,unit_group_slim,
UO:0000268,volt per meter,class,unit.ontology,electric field strength unit,,,The volt per meter is a unit of electric field strength equal to the a potential difference of 1 volt existing between two points that are 1 meter apart.,Wikipedia:http\://en.wikipedia.org/wiki/Electric_field,,V/m|volt per metre,,,george gkoutos,2009-03-03T12:28:17Z,unit_slim,
UO:0000269,absorbance unit,class,unit.ontology,dimensionless unit,,,"A dimensionless logarithmic unit assigned to a measure of absorbance of light through a partially absorbing substance, defined as -log10(I/I_0) where I = transmitted light and I_0 = incident light.",Wikipedia:http\://en.wikipedia.org/wiki/Absorbance,,AU,,,george gkoutos,2009-07-14T12:33:48Z,unit_slim,
UO:0000270,volumetric flow rate unit,class,unit.ontology,unit,,,A unit which is a standard measure of the volume of fluid which passes through a given surface per unit time .,Wikipedia:Wikipedia,,,,,george gkoutos,,unit_group_slim,
UO:0000271,microliters per minute,class,unit.ontology,volumetric flow rate unit,,PATO:0001574,A volumetric flow rate unit which is equal to one microliter volume through a given surface in one minute.,UOC:GVG,,microlitres per minute|uL/min,,,george gkoutos,,unit_slim,
UO:0000272,millimetres of mercury,class,unit.ontology,pressure unit,,,A unit of pressure equal to the amount of fluid pressure one millimeter deep in mercury at zero degrees centigrade on Earth.,url:en.wiktionary.org/wiki/mmHg,,millimeters of mercury|mmHg,,,george gkoutos,,unit_slim,
UO:0000273,milligram per liter,class,unit.ontology,mass density unit,,,A mass unit density which is equal to mass of an object in milligrams divided by the volume in liters.,UOC:GVG,,mg/L|milligram per litre,,,george,2011-03-21T10:35:01Z,unit_slim,
UO:0000274,microgram per milliliter,class,unit.ontology,mass density unit,,,A mass unit density which is equal to mass of an object in micrograms divided by the volume in millliters.,UOC:GVG,,ug/ml,,microgram per millilitre,George Gkoutos,2011-03-21T10:40:21Z,unit_slim,
UO:0000275,nanogram per milliliter,class,unit.ontology,mass density unit,,,A mass unit density which is equal to mass of an object in nanograms divided by the volume in milliliters.,UOC:GVG,,nanogram per millilitre|ng/ml,,,George Gkoutos,2011-03-21T10:55:12Z,unit_slim,
UO:0000276,amount per container,class,unit.ontology,concentration unit,,,A concentration unit which is a standard measure of the amount of a substance in a given container.,UOC:GVG,,,,,george gkoutos,,unit_group_slim,
UO:0000277,ug/disk,class,unit.ontology,amount per container,,,"A unit which is equal to one microgram per disk, where a disk is some physical surface/container upon which the substance is deposited.",UOC:MD,,,,,george gkoutos,,unit_group_slim,
UO:0000278,nmole/disk,class,unit.ontology,amount per container,,,"A unit which is equal to one nanomole per disk, where a disk is some physical surface/container upon which the substance is deposited.",UOC:MD,,,,,george gkoutos,,unit_group_slim,
UO:0000279,milliunits per milliliter,class,unit.ontology,unit per volume unit,,,A unit per milliliter unit which is equal to one thousandth of a unit of an agreed arbitrary amount per one milliliter.,UOC:GVG,,mU/ml|milliunits per millilitre,,,george gkoutos,,unit_slim,
UO:0000280,rate unit,class,unit.ontology,unit,,,A unit which represents a standard measurement occurrence of a process per unit time.,UOC:GVG,,,,,george gkoutos,,unit_group_slim,
UO:0000281,count per nanomolar second,class,unit.ontology,rate unit,,,A rate unit which is equal to one over one nanomolar second.,UOC:GVG,,nM^-1 s^-1,,,george gkoutos,,unit_slim,
UO:0000282,count per molar second,class,unit.ontology,rate unit,,,A rate unit which is equal to one over one molar second.,UOC:GVG,,M^-1 s^-1,,,george gkoutos,,unit_slim,
UO:0000283,kilogram per hectare,class,unit.ontology,area density unit,,,An area density unit which is equal to the mass of an object in kilograms divided by the surface area in hectares.,UO:GVG,,,,,George Gkoutos,2011-10-12T11:17:08Z,unit_slim,
UO:0000284,count per nanomolar,class,unit.ontology,rate unit,,,A rate unit which is equal to one over one nanomolar.,UO:GVG,,1/nM|nM^-1,,,,,unit_slim,
UO:0000285,count per molar,class,unit.ontology,rate unit,,,A rate unit which is equal to one over one molar.,UO:GVG,,1/M|M^-1,,,,,unit_slim,
UO:0000286,yotta,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of ten to the power of 24.,UO:GVG,,10^[24]|Y,,,gkoutos,2012-06-13T01:09:16Z,prefix_slim,
UO:0000287,hecto,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of one hundred.,UO:GVG,,10^[2]|h,,,gkoutos,2012-06-13T01:30:59Z,prefix_slim,
UO:0000288,zetta,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of ten to the power of 21.,UO:GVG,,10^[21]|Z,,,gkoutos,2012-06-13T01:32:19Z,prefix_slim,
UO:0000289,exa,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of ten to the power of 18.,UO:GVG,,10^[18]|E,,,gkoutos,2012-06-13T01:33:26Z,prefix_slim,
UO:0000290,peta,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of ten to the power of 15.,UO:GVG,,10^[15]|P,,,gkoutos,2012-06-13T01:34:04Z,prefix_slim,
UO:0000291,tera,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of ten to the power of 12.,UO:GVG,,T,,10^[12],gkoutos,2012-06-13T01:34:51Z,prefix_slim,
UO:0000292,giga,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of ten to the power of 9.,UO:GVG,,10^[9]|G,,,gkoutos,2012-06-13T01:35:28Z,prefix_slim,
UO:0000293,mega,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of million.,UO:GVG,,10^[6]|M,,,gkoutos,2012-06-13T01:35:59Z,prefix_slim,
UO:0000294,kilo,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of one thousand.,UO:GVG,,10^[3]|k,,,gkoutos,2012-06-13T01:36:58Z,prefix_slim,
UO:0000295,deca,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of ten.,UO:GVG,,10^[1]|da,,,gkoutos,2012-06-13T01:38:11Z,unit_group_slim,
UO:0000296,deci,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of one tenth.,UO:GVG,,10^[-1]|d,,,gkoutos,2012-06-13T01:43:00Z,prefix_slim,
UO:0000297,milli,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of one thousand.,UO:GVG,,10^[-3]|m,,,gkoutos,2012-06-13T01:44:22Z,prefix_slim,
UO:0000298,centi,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of one hundred.,UO:GVG,,10^[-2]|c,,,gkoutos,2012-06-13T01:45:30Z,prefix_slim,
UO:0000299,micro,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of 10 to the power of -6.,UO:GVG,,10^[-6],,,gkoutos,2012-06-13T01:46:34Z,prefix_slim,
UO:0000300,nano,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of 10 to the power of -9.,UO:GVG,,10^[-9]|n,,,gkoutos,2012-06-13T01:47:23Z,prefix_slim,
UO:0000301,microgram per liter,class,unit.ontology,mass density unit,,,A mass unit density which is equal to mass of an object in micrograms divided by the volume in liters.,UOC:GVG,,microgram per litre|ug/L,,,george gkoutos,,unit_slim,
UO:0000302,pico,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of 10 to the power of -12.,GVG:UO,,10^[-12]|n,,,gkoutos,2012-06-13T01:48:04Z,prefix_slim,
UO:0000303,femto,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of 10 to the power of -15.,UO:GVG,,10^[-15]|f,,,gkoutos,2012-06-13T01:48:57Z,prefix_slim,
UO:0000304,atto,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of 10 to the power of -18.,UO:GVG,,a,,10^[-18],gkoutos,2012-06-13T01:50:09Z,prefix_slim,
UO:0000305,zepto,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of 10 to the power of -21.,UO:GVG,,z,,10^[-21],gkoutos,2012-06-13T01:50:50Z,prefix_slim,
UO:0000306,yocto,class,unit.ontology,prefix,,,A prefix in the metric system denoting a factor of 10 to the power of -24.,UO:GVG,,y,,10^[-24],gkoutos,2012-06-13T01:51:39Z,prefix_slim,
UO:0000307,dose unit,class,unit.ontology,concentration unit,,,"A concentration unit which is a standard measure of the amount of a toxic or pharmaceutical substance administered to a recipient subject, expressed in terms of the size of the subject.",UO:PC,,,,,gkoutos,2012-08-24T04:49:51Z,unit_group_slim,
UO:0000308,milligram per kilogram,class,unit.ontology,dose unit,,,A dose unit which is equal to 1 milligram of a toxic or pharmaceutical substance per kilogram body weight of the recipient subject.,UO:PC,,,,,gkoutos,2012-08-24T04:51:55Z,unit_slim,
UO:0000309,milligram per square meter,class,unit.ontology,dose unit,,,A dose unit which is equal to 1 milligram of a toxic or pharmaceutical substance per square meter of surface area of the recipient subject.,UO:PC,,,,,gkoutos,2012-08-24T04:52:24Z,unit_slim,
UO:0000310,dosage unit,class,unit.ontology,concentration unit,,,"A concentration unit which is a standard measure of the amount of a toxic or pharmaceutical substance administered over time to a recipient subject, expressed in terms of the size of the subject.",UO:PC,,,,,gkoutos,2012-08-24T04:52:42Z,unit_slim,
UO:0000311,milligram per kilogram per day,class,unit.ontology,dosage unit,,,A dosage unit which is equal to 1 milligram per day of a toxic or pharmaceutical substance per kilogram body weight of the recipient subject.,UO:PC,,,,,gkoutos,2012-08-24T05:13:36Z,unit_slim,
UO:0000312,relative light unit,class,unit.ontology,light unit,,,"A derived unit which is a measure of relative light intensity, as typically measured by a luminometer, spectrophotometer, or fluorimeter in biological research applications.",UO:PC,,,,,gkoutos,2012-08-24T05:14:17Z,unit_slim,
UO:0000313,relative luminescence unit,class,unit.ontology,relative light unit,,,A relative light unit which is a measure of relative luminescence intensity.,UO:PC,,,,,gkoutos,2012-08-24T05:14:46Z,unit_slim,
UO:0000314,relative fluorescence unit,class,unit.ontology,relative light unit,,,A relative light unit which is a measure of relative fluorescence intensity.,UO:PC,,,,,gkoutos,2012-08-24T05:15:13Z,unit_slim,
UO:0000315,turbidity unit,class,unit.ontology,unit,,,"A unit used to indicate the clarity of water or other solutions or suspensions, as measured by the ability of the solution or suspension to scatter light of a defined wavelength range.",UO:PC,,,,,gkoutos,2013-03-12T12:20:13Z,,
UO:0000316,cells per microliter,class,unit.ontology,cell concentration unit,,,A unit of cell concentration which is equal to one cell in a volume of 1 microliter.,UO:GVG,,cells per microlitre|cells per ul,,,gkoutos,2013-03-12T12:34:17Z,,
UO:0000317,cells per well,class,unit.ontology,cell concentration unit,,,A unit of cell concentration which is equal to 1 cell in a well or discrete container of arbitrary volume.,UO:PC,,,,,gkoutos,2013-03-12T12:46:20Z,,
UO:0000318,formazin nephelometric unit,class,unit.ontology,turbidity unit,,,1000 formazin turbidity units (FNU) on the empirical formazin turbidity scale represents reflectance of insol. reaction products of 0.0725 g hydrazine sulfate with 0.7250 g hexamethylenetetramine diluted to 1 L.,AOAC:192,,FNU,,,gkoutos,2013-03-12T12:48:46Z,,
UO:0000319,radioactivity concentration,class,unit.ontology,concentration unit,,,A concentration unit which is a standard measure of the amount of radioactivity in a given volume.,UO:GVG,,,,,gkoutos,2013-03-12T02:40:36Z,,
UO:0000320,curie per liter,class,unit.ontology,radioactivity concentration,,,A unit of radioactivity concentration which is equal to one curie in a volume of 1 liter.,UO:GVG,,curie per litre,,,gkoutos,2013-03-12T02:44:56Z,,
UO:0000321,microcurie per milliliter,class,unit.ontology,radioactivity concentration,,,A unit of radioactivity concentration which is equal to one micro curie in a volume of 1 liter.,UO:GVG,,microcurie per millilitre,,,gkoutos,2013-03-12T03:26:04Z,,
UO:0000322,fold dilution,class,unit.ontology,dimensionless unit,,,"A unit that is the ratio of concentration of two solutions of interest, typically with one solution derived from the other by the addition of solvent.",UO:PC,,,,,gkoutos,2013-03-12T03:29:30Z,,
UO:0000323,ton per hectare,class,unit.ontology,area density unit,,,An area density unit which is equal to the mass of an object in tons divided by the surface area in hectares.,UO:GVG,,,,,gkoutos,2013-04-18T11:42:40Z,,
UO:0000324,square angstrom,class,unit.ontology,area unit,,,An area unit which is equal to an area enclosed by a square with sides each 1 angstrom long.,UOC:GVG,,,,A^[2],gkoutos,2013-06-27T05:06:40Z,,
UO:0000325,megaHertz,class,unit.ontology,frequency unit,,,A frequency unit which is equal to one million hertz or 10^[6] V.,UOC:GVG,,,,mH,gkoutos,2013-12-06T12:17:48Z,unit_slim,
UO:0000326,centiMorgan,class,unit.ontology,length unit,,,"A unit used to express distances on a genetic map. In genetic mapping, distances between markers are determined by measuring the rate of meoitic recombination between them, which increases proportionately with the distance separating them. A cM is defined as the length of an interval in which there is a 1% probability of recombination. On the average, 1 cM is roughly equivalent to 1 megabase (Mb) of DNA, although this can vary widely due to hot and cold spots of recombination.",NCBI:http\://www.ncbi.nlm.nih.gov/SCIENCE96/Glossary.html,,cM,,,gkoutos,2013-12-06T12:25:17Z,unit_slim,
UO:0000327,centiRay,class,unit.ontology,length unit,,,"A unit of genetic map distance defined corresponding to an interval in which there is a 1% probability of X-irradiation induced breakage. To be completely specified, the unit must be qualified by the radiation in dosage in rads (e.g. cR8000), because this determines the actual breakage probability.",NCBI:http\://www.ncbi.nlm.nih.gov/SCIENCE96/Glossary.html,,cR,,,gkoutos,2013-12-06T12:26:29Z,unit_slim,
UO:0000328,kilobasepair,class,unit.ontology,base pair,,,A unit equal to one thousand base pairs.,UOC:GVG,,kbp,,,gkoutos,2013-12-11T09:39:31Z,,
UO:0000329,megabasepair,class,unit.ontology,base pair,,,A unit equal to one million base pairs,UOC:GVG,,Mb,,,gkoutos,2013-12-11T09:44:29Z,unit_slim,
UO:0000330,gigabasepair,class,unit.ontology,base pair,,,A unit equal to one billion base pairs.,UOC:GVG,,Gb,,,gkoutos,2013-12-11T09:44:52Z,unit_slim,
UO:0000331,gigabyte,class,unit.ontology,information unit,,,An information unit which is equal to 1000000000 bytes.,UO:GVG,,GB,,,gkoutos,2014-04-09T01:33:44Z,,
