ID,LABEL,Type,SubClass Of,is_unit_of,Equivalent Class,comment,hasExactSynonym,hasRelatedSynonym,,,,,,,,,,,,,,,,,,
ID,A rdfs:label,TYPE,SC % SPLIT=|,SC (is_unit_of only %) SPLIT=|,EC % SPLIT=|,A rdfs:comment,A oboInOwl:hasExactSynonym SPLIT=|,A oboInOwl:hasRelatedSynonym SPLIT=|,,,,,,,,,,,,,,,,,,
UO:0000069,millimolal,named individual,,,,"""A molality unit which is equal to one thousandth of a molal or 10^[-3] m."" [UOC:GVG]",mm,,,,,,,,,,,,,,,,,,,
UO:0000070,micromolal,class,unit of molality,,('molal based unit' and ('has prefix' some micro))|{micromolal},"""A molality unit which is equal to one millionth of a molal or 10^[-6] m."" [UOC:GVG]",um,,,,,,,,,,,,,,,,,,,
UO:0000070,micromolal,named individual,,,,"""A molality unit which is equal to one millionth of a molal or 10^[-6] m."" [UOC:GVG]",um,,,,,,,,,,,,,,,,,,,
UO:0000071,nanomolal,class,unit of molality,,('molal based unit' and ('has prefix' some nano))|{nanomolal},"""A molality unit which is equal to one thousandth of one millionth of a molal or 10^[-9] m."" [UOC:GVG]",nm,,,,,,,,,,,,,,,,,,,
UO:0000071,nanomolal,named individual,,,,"""A molality unit which is equal to one thousandth of one millionth of a molal or 10^[-9] m."" [UOC:GVG]",nm,,,,,,,,,,,,,,,,,,,
UO:0000072,picomolal,class,unit of molality,,('molal based unit' and ('has prefix' some pico))|{picomolal},"""A molality unit which is equal to 10^[-12] m."" [UOC:GVG]",pm,,,,,,,,,,,,,,,,,,,
UO:0000072,picomolal,named individual,,,,"""A molality unit which is equal to 10^[-12] m."" [UOC:GVG]",pm,,,,,,,,,,,,,,,,,,,
UO:0000073,femtomolar,class,unit of molarity,,('molar based unit' and ('has prefix' some femto))|{femtomolar},"""A unit of molarity which is equal to 10^[-15] M."" [UOC:GVG]",fM,,,,,,,,,,,,,,,,,,,
UO:0000073,femtomolar,named individual,,,,"""A unit of molarity which is equal to 10^[-15] M."" [UOC:GVG]",fM,,,,,,,,,,,,,,,,,,,
UO:0000074,unit of normality,class,concentration unit,,,"""A unit of concentration which highlights the chemical nature of salts."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000075,normal,class,normal based unit|unit of normality,,{normal},"""A unit of concentration which is one gram equivalent of a solute per liter of solution. A gram equivalent weight or equivalent is a measure of the reactive capacity of a given molecule."" [Wikipedia:Wikipedia]",N,,,,,,,,,,,,,,,,,,,
UO:0000075,normal,named individual,,,,"""A unit of concentration which is one gram equivalent of a solute per liter of solution. A gram equivalent weight or equivalent is a measure of the reactive capacity of a given molecule."" [Wikipedia:Wikipedia]",N,,,,,,,,,,,,,,,,,,,
UO:0000076,mole fraction,class,concentration unit|fraction|mole fraction based unit,,{UO:0000076},"""A concentration unit which denotes the number of moles of solute as a proportion of the total number of moles in a solution."" [Wikipedia:Wikipedia]",(x)|chi,,,,,,,,,,,,,,,,,,,
UO:0000076,mole fraction,named individual,,,,"""A concentration unit which denotes the number of moles of solute as a proportion of the total number of moles in a solution."" [Wikipedia:Wikipedia]",(x)|chi,,,,,,,,,,,,,,,,,,,
UO:0000077,meter per second per second,class,acceleration unit|meter per second per second based unit,,{UO:0000077},"""An acceleration unit which is equal to the acceleration an object changing its velocity by 1meter/s over a time period that equals one second."" [NIST:NIST]",m/s^[2]|metre per second per second,,,,,,,,,,,,,,,,,,,
UO:0000077,meter per second per second,named individual,,,,"""An acceleration unit which is equal to the acceleration an object changing its velocity by 1meter/s over a time period that equals one second."" [NIST:NIST]",m/s^[2]|metre per second per second,,,,,,,,,,,,,,,,,,,
UO:0000078,radian per second per second,class,angular acceleration unit|radian per second per second based unit,,{UO:0000078},"""An angular unit acceleration which is equal to the angular acceleration of an object changing its angular velocity by 1rad/s over a time period that equals one second."" [NIST:NIST]",alpha|rad/s^[2],,,,,,,,,,,,,,,,,,,
UO:0000078,radian per second per second,named individual,,,,"""An angular unit acceleration which is equal to the angular acceleration of an object changing its angular velocity by 1rad/s over a time period that equals one second."" [NIST:NIST]",alpha|rad/s^[2],,,,,,,,,,,,,,,,,,,
UO:0000079,radian per second,class,angular velocity unit|radian per second based unit,,{UO:0000079},"""An angular unit velocity which is equal to about 9.54930 rpm (revolutions per minute)."" [NIST:NIST]",rad/s,,,,,,,,,,,,,,,,,,,
UO:0000079,radian per second,named individual,,,,"""An angular unit velocity which is equal to about 9.54930 rpm (revolutions per minute)."" [NIST:NIST]",rad/s,,,,,,,,,,,,,,,,,,,
UO:0000080,square meter,class,area unit|square meter based unit,,{UO:0000080},"""An area unit which is equal to an area enclosed by a square with sides each 1 meter long."" [NIST:NIST]",m^[2]|square metre,,,,,,,,,,,,,,,,,,,
UO:0000080,square meter,named individual,,,,"""An area unit which is equal to an area enclosed by a square with sides each 1 meter long."" [NIST:NIST]",m^[2]|square metre,,,,,,,,,,,,,,,,,,,
UO:0000081,square centimeter,class,area unit|square centimeter based unit,,{UO:0000081},"""An area unit which is equal to one ten thousandth of a square meter or 10^[-4] m^[2]."" [NIST:NIST]",cm^[2]|square centimetre,,,,,,,,,,,,,,,,,,,
UO:0000081,square centimeter,named individual,,,,"""An area unit which is equal to one ten thousandth of a square meter or 10^[-4] m^[2]."" [NIST:NIST]",cm^[2]|square centimetre,,,,,,,,,,,,,,,,,,,
UO:0000082,square millimeter,class,area unit|square millimeter based unit,,{UO:0000082},"""An area unit which is equal to one millionth of a square meter or 10^[-6] m^[2]."" [NIST:NIST]",mm^[2]|square millimetre,,,,,,,,,,,,,,,,,,,
UO:0000082,square millimeter,named individual,,,,"""An area unit which is equal to one millionth of a square meter or 10^[-6] m^[2]."" [NIST:NIST]",mm^[2]|square millimetre,,,,,,,,,,,,,,,,,,,
UO:0000083,kilogram per cubic meter,class,mass density unit,,{UO:0000083},"""A mass unit density which is equal to mass of an object in kilograms divided by the volume in cubic meters."" [UOC:GVG]",kg/m^[3]|kilogram per cubic metre,,,,,,,,,,,,,,,,,,,
UO:0000083,kilogram per cubic meter,named individual,,,,"""A mass unit density which is equal to mass of an object in kilograms divided by the volume in cubic meters."" [UOC:GVG]",kg/m^[3]|kilogram per cubic metre,,,,,,,,,,,,,,,,,,,
UO:0000084,gram per cubic centimeter,class,gram per cubic centimeter based unit|mass density unit,,{UO:0000084},"""A mass unit density which is equal to mass of an object in grams divided by the volume in cubic centimeters."" [UOC:GVG]",g/cm^[3]|gram per cubic centimetre,,,,,,,,,,,,,,,,,,,
UO:0000084,gram per cubic centimeter,named individual,,,,"""A mass unit density which is equal to mass of an object in grams divided by the volume in cubic centimeters."" [UOC:GVG]",g/cm^[3]|gram per cubic centimetre,,,,,,,,,,,,,,,,,,,
UO:0000085,candela per square meter,class,candela per square meter based unit|luminance unit,,{UO:0000085},"""A luminance unit which is equal to a luminous intensity of one candela radiating from a surface whose area is one square meter."" [NIST:NIST]",candela per square metre|cd/m^[2],,,,,,,,,,,,,,,,,,,
UO:0000085,candela per square meter,named individual,,,,"""A luminance unit which is equal to a luminous intensity of one candela radiating from a surface whose area is one square meter."" [NIST:NIST]",candela per square metre|cd/m^[2],,,,,,,,,,,,,,,,,,,
UO:0000086,kilogram per square meter,class,area density unit,,{UO:0000086},"""An area density unit which is equal to the mass of an object in kilograms divided by the surface area in meters squared."" [NIST:NIST]",Body Mass Index (BMI)|kg/m^[2]|kilogram per square metre,,,,,,,,,,,,,,,,,,,
UO:0000086,kilogram per square meter,named individual,,,,"""An area density unit which is equal to the mass of an object in kilograms divided by the surface area in meters squared."" [NIST:NIST]",Body Mass Index (BMI)|kg/m^[2]|kilogram per square metre,,,,,,,,,,,,,,,,,,,
UO:0000087,kilogram per mole,class,molar mass unit,,{UO:0000087},"""A molar mass unit which is equal to one kilogram of mass of one mole of chemical element or chemical compound."" [NIST:NIST]",kg/mol,,,,,,,,,,,,,,,,,,,
UO:0000087,kilogram per mole,named individual,,,,"""A molar mass unit which is equal to one kilogram of mass of one mole of chemical element or chemical compound."" [NIST:NIST]",kg/mol,,,,,,,,,,,,,,,,,,,
UO:0000088,gram per mole,class,gram per mole based unit|molar mass unit,,{UO:0000088},"""A molar mass unit which is equal to one gram of mass of one mole of chemical element or chemical compound."" [NIST:NIST]",g/mol,,,,,,,,,,,,,,,,,,,
UO:0000088,gram per mole,named individual,,,,"""A molar mass unit which is equal to one gram of mass of one mole of chemical element or chemical compound."" [NIST:NIST]",g/mol,,,,,,,,,,,,,,,,,,,
UO:0000089,cubic meter per mole,class,cubic meter per mole based unit|molar volume unit,,{UO:0000089},"""A molar volume unit which is equal to 1 cubic meter occupied by one mole of a substance in the form of a solid, liquid, or gas."" [NIST:NIST]",cubic metre per mole|m^[3]/mol,,,,,,,,,,,,,,,,,,,
UO:0000089,cubic meter per mole,named individual,,,,"""A molar volume unit which is equal to 1 cubic meter occupied by one mole of a substance in the form of a solid, liquid, or gas."" [NIST:NIST]",cubic metre per mole|m^[3]/mol,,,,,,,,,,,,,,,,,,,
UO:0000090,cubic centimeter per mole,class,cubic centimeter per mole based unit|molar volume unit,,{UO:0000090},"""A molar volume unit which is equal to 1 cubic centimeter occupied by one mole of a substance in the form of a solid, liquid, or gas."" [NIST:NIST]",cm^[3]/mol|cubic centimetre per mole,,,,,,,,,,,,,,,,,,,
UO:0000090,cubic centimeter per mole,named individual,,,,"""A molar volume unit which is equal to 1 cubic centimeter occupied by one mole of a substance in the form of a solid, liquid, or gas."" [NIST:NIST]",cm^[3]/mol|cubic centimetre per mole,,,,,,,,,,,,,,,,,,,
UO:0000091,kilogram meter per second,class,momentum unit,,{UO:0000091},"""A momentum unit which is equal to the momentum of a one kilogram mass object with a speed of one meter per second."" [NIST:NIST]",kg.m/s|kilogram metre per second,,,,,,,,,,,,,,,,,,,
UO:0000091,kilogram meter per second,named individual,,,,"""A momentum unit which is equal to the momentum of a one kilogram mass object with a speed of one meter per second."" [NIST:NIST]",kg.m/s|kilogram metre per second,,,,,,,,,,,,,,,,,,,
UO:0000092,turns per second,class,rotational frequency unit|turns per second based unit,,{UO:0000092},"""A rotational frequency unit which is equal to the number complete turn in a period of time that equals to 1 second."" [NIST:NIST]",1/s|one turn per second,,,,,,,,,,,,,,,,,,,
UO:0000092,turns per second,named individual,,,,"""A rotational frequency unit which is equal to the number complete turn in a period of time that equals to 1 second."" [NIST:NIST]",1/s|one turn per second,,,,,,,,,,,,,,,,,,,
UO:0000093,cubic meter per kilogram,class,cubic meter per kilogram based unit|specific volume unit,,{UO:0000093},"""A specific volume unit which is equal to one cubic meter volume occupied by one kilogram of a particular substance."" [NIST:NIST]",cubic metre per kilogram|m^[3]/kg,,,,,,,,,,,,,,,,,,,
UO:0000093,cubic meter per kilogram,named individual,,,,"""A specific volume unit which is equal to one cubic meter volume occupied by one kilogram of a particular substance."" [NIST:NIST]",cubic metre per kilogram|m^[3]/kg,,,,,,,,,,,,,,,,,,,
UO:0000094,meter per second,class,meter per second based unit|speed/velocity unit,,{UO:0000094},"""A speed/velocity unit which is equal to the speed of an object traveling 1 meter distance in one second."" [NIST:NIST]",m/s|metre per second,,,,,,,,,,,,,,,,,,,
UO:0000094,meter per second,named individual,,,,"""A speed/velocity unit which is equal to the speed of an object traveling 1 meter distance in one second."" [NIST:NIST]",m/s|metre per second,,,,,,,,,,,,,,,,,,,
UO:0000095,volume unit,class,unit,PATO:0001710,,"""A unit which is a standard measure of the amount of space occupied by any substance, whether solid, liquid, or gas."" [NIST:NIST]",,,,,,,,,,,,,,,,,,,,
UO:0000096,cubic meter,class,cubic meter based unit|volume unit,,{UO:0000096},"""A volume unit which is equal to the volume of a cube with edges one meter in length. One cubic meter equals to 1000 liters."" [NIST:NIST]",cubic metre|m^[3],,,,,,,,,,,,,,,,,,,
UO:0000096,cubic meter,named individual,,,,"""A volume unit which is equal to the volume of a cube with edges one meter in length. One cubic meter equals to 1000 liters."" [NIST:NIST]",cubic metre|m^[3],,,,,,,,,,,,,,,,,,,
UO:0000097,cubic centimeter,class,cubic centimeter based unit|volume unit,,{UO:0000097},"""A volume unit which is equal to one millionth of a cubic meter or 10^[-9] m^[3], or to 1 ml."" [NIST:NIST]",cc|cm^3|cubic centimetre,,,,,,,,,,,,,,,,,,,
UO:0000097,cubic centimeter,named individual,,,,"""A volume unit which is equal to one millionth of a cubic meter or 10^[-9] m^[3], or to 1 ml."" [NIST:NIST]",cc|cm^3|cubic centimetre,,,,,,,,,,,,,,,,,,,
UO:0000098,milliliter,class,volume unit,,('liter based unit' and ('has prefix' some milli))|{milliliter},"""A volume unit which is equal to one thousandth of a liter or 10^[-3] L, or to 1 cubic centimeter."" [NIST:NIST]",millilitre|ml,,,,,,,,,,,,,,,,,,,
UO:0000098,milliliter,named individual,,,,"""A volume unit which is equal to one thousandth of a liter or 10^[-3] L, or to 1 cubic centimeter."" [NIST:NIST]",millilitre|ml,,,,,,,,,,,,,,,,,,,
UO:0000099,liter,class,liter based unit|volume unit,,{liter},"""A volume unit which is equal to one thousandth of a cubic meter or 10^[-3] m^[3], or to 1 decimeter."" [NIST:NIST]",L|l|litre,,,,,,,,,,,,,,,,,,,
UO:0000099,liter,named individual,,,,"""A volume unit which is equal to one thousandth of a cubic meter or 10^[-3] m^[3], or to 1 decimeter."" [NIST:NIST]",L|l|litre,,,,,,,,,,,,,,,,,,,
UO:0000100,cubic decimeter,class,cubic decimeter based unit|volume unit,,{UO:0000100},"""A volume unit which is equal to one thousand of a cubic meter or 10^[-3] m^[3], or to 1 L."" [NIST:NIST]",cubic decimetre|dm^[3],,,,,,,,,,,,,,,,,,,
UO:0000100,cubic decimeter,named individual,,,,"""A volume unit which is equal to one thousand of a cubic meter or 10^[-3] m^[3], or to 1 L."" [NIST:NIST]",cubic decimetre|dm^[3],,,,,,,,,,,,,,,,,,,
UO:0000101,microliter,class,volume unit,,('liter based unit' and ('has prefix' some micro))|{microliter},"""A volume unit which is equal to one millionth of a liter or 10^[-6] L."" [NIST:NIST]",microlitre|ul,,,,,,,,,,,,,,,,,,,
UO:0000101,microliter,named individual,,,,"""A volume unit which is equal to one millionth of a liter or 10^[-6] L."" [NIST:NIST]",microlitre|ul,,,,,,,,,,,,,,,,,,,
UO:0000102,nanoliter,class,volume unit,,('liter based unit' and ('has prefix' some nano))|{nanoliter},"""A volume unit which is equal to one thousandth of one millionth of a liter or 10^[-9] L."" [NIST:NIST]",nanolitre|nl,,,,,,,,,,,,,,,,,,,
UO:0000102,nanoliter,named individual,,,,"""A volume unit which is equal to one thousandth of one millionth of a liter or 10^[-9] L."" [NIST:NIST]",nanolitre|nl,,,,,,,,,,,,,,,,,,,
UO:0000103,picoliter,class,volume unit,,('liter based unit' and ('has prefix' some pico))|{picoliter},"""A volume unit which is equal to 10^[-12] L."" [NIST:NIST]",picolitre|pl,,,,,,,,,,,,,,,,,,,
UO:0000103,picoliter,named individual,,,,"""A volume unit which is equal to 10^[-12] L."" [NIST:NIST]",picolitre|pl,,,,,,,,,,,,,,,,,,,
UO:0000104,femtoliter,class,volume unit,,('liter based unit' and ('has prefix' some femto))|{femtoliter},"""A volume unit which is equal to 10^[-15] L."" [NIST:NIST]",femtolitre|fl,,,,,,,,,,,,,,,,,,,
UO:0000104,femtoliter,named individual,,,,"""A volume unit which is equal to 10^[-15] L."" [NIST:NIST]",femtolitre|fl,,,,,,,,,,,,,,,,,,,
UO:0000105,frequency unit,class,unit,PATO:0000044,,"""A unit which is a standard measure of the number of repetitive actions in a particular time."" [NIST:NIST]",,,,,,,,,,,,,,,,,,,,
UO:0000106,hertz,class,frequency unit|hertz based unit,,{hertz},"""A frequency unit which is equal to 1 complete cycle of a recurring phenomenon in 1 second."" [NIST:NIST]",Hz|s^1,,,,,,,,,,,,,,,,,,,
UO:0000106,hertz,named individual,,,,"""A frequency unit which is equal to 1 complete cycle of a recurring phenomenon in 1 second."" [NIST:NIST]",Hz|s^1,,,,,,,,,,,,,,,,,,,
UO:0000107,force unit,class,unit,PATO:0001035,,"""A unit which is a standard measure of the force is applied when a mass is accelerated."" [NIST:NIST]",,,,,,,,,,,,,,,,,,,,
UO:0000108,newton,class,force unit|newton based unit,,{newton},"""A force unit which is equal to the force required to cause an acceleration of 1m/s2 of a mass of 1 Kg in the direction of the force."" [NIST:NIST]",N,,,,,,,,,,,,,,,,,,,
UO:0000108,newton,named individual,,,,"""A force unit which is equal to the force required to cause an acceleration of 1m/s2 of a mass of 1 Kg in the direction of the force."" [NIST:NIST]",N,,,,,,,,,,,,,,,,,,,
UO:0000109,pressure unit,class,unit,PATO:0001025,,"""A unit which is a standard measure of the force applied to a given area."" [NIST:NIST]",,,,,,,,,,,,,,,,,,,,
UO:0000110,pascal,class,pascal based unit|pressure unit,,{pascal},"""A pressure unit which is equal to the pressure or stress on a surface caused by a force of 1 newton spread over a surface of 1 m^[2]."" [NIST:NIST]",Pa,,,,,,,,,,,,,,,,,,,
UO:0000110,pascal,named individual,,,,"""A pressure unit which is equal to the pressure or stress on a surface caused by a force of 1 newton spread over a surface of 1 m^[2]."" [NIST:NIST]",Pa,,,,,,,,,,,,,,,,,,,
UO:0000111,energy unit,class,unit,PATO:0001021|PATO:0001026,,"""A unit which is a standard measure of the work done by a certain force (gravitational, electric, magnetic, force of inertia, etc)."" [NIST:NIST]",,,,,,,,,,,,,,,,,,,,
UO:0000112,joule,class,energy unit|joule based unit,,{joule},"""An energy unit which is equal to the energy required when a force of 1 newton moves an object 1 meter in the direction of the force."" [NIST:NIST]",J,,,,,,,,,,,,,,,,,,,
UO:0000112,joule,named individual,,,,"""An energy unit which is equal to the energy required when a force of 1 newton moves an object 1 meter in the direction of the force."" [NIST:NIST]",J,,,,,,,,,,,,,,,,,,,
UO:0000113,power unit,class,unit,PATO:0001024,,"""A unit which is a standard measure power or the rate of doing work."" [NIST:NIST]",,,,,,,,,,,,,,,,,,,,
UO:0000114,watt,class,power unit|watt based unit,,{watt},"""A power unit which is equal to the power used when work is done at the rate of 1 joule per second."" [NIST:NIST]",W,,,,,,,,,,,,,,,,,,,
UO:0000114,watt,named individual,,,,"""A power unit which is equal to the power used when work is done at the rate of 1 joule per second."" [NIST:NIST]",W,,,,,,,,,,,,,,,,,,,
UO:0000115,illuminance unit,class,light unit,,,"""A unit which is a standard measure of the luminous flux incident on a unit area."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000116,lux,class,illuminance unit|lux based unit,,{lux},"""An illuminance unit which is equal to the illuminance produced by 1 lumen evenly spread over an area 1 m^[2]."" [NIST:NIST]",lx,,,,,,,,,,,,,,,,,,,
UO:0000116,lux,named individual,,,,"""An illuminance unit which is equal to the illuminance produced by 1 lumen evenly spread over an area 1 m^[2]."" [NIST:NIST]",lx,,,,,,,,,,,,,,,,,,,
UO:0000117,luminous flux unit,class,light unit,PATO:0001296,,"""A unit which is a standard measure of the flow of radiant energy."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000118,lumen,class,lumen based unit|luminous flux unit,,{lumen},"""A luminous flux unit which is equal to the luminous flux emitted into 1 steradian by a point source of 1 candela."" [NIST:NIST]",lm,,,,,,,,,,,,,,,,,,,
UO:0000118,lumen,named individual,,,,"""A luminous flux unit which is equal to the luminous flux emitted into 1 steradian by a point source of 1 candela."" [NIST:NIST]",lm,,,,,,,,,,,,,,,,,,,
UO:0000119,catalytic activity unit,class,unit,PATO:0001414,,"""A unit which is a standard measure of the amount of the action of a catalyst."" [NIST:NIST]",,,,,,,,,,,,,,,,,,,,
UO:0000120,katal,class,catalytic activity unit|katal based unit,,{katal},"""A catalytic unit activity which is equal to the activity of a catalyst in moles per second, such as the amount of an enzyme needed to transform one mole of substrate per second."" [NIST:NIST]",kat,,,,,,,,,,,,,,,,,,,
UO:0000120,katal,named individual,,,,"""A catalytic unit activity which is equal to the activity of a catalyst in moles per second, such as the amount of an enzyme needed to transform one mole of substrate per second."" [NIST:NIST]",kat,,,,,,,,,,,,,,,,,,,
UO:0000121,angle unit,class,unit,PATO:0000133,,"""A unit which is a standard measure of the figure or space formed by the junction of two lines or planes."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000122,plane angle unit,class,angle unit,,,"""A unit which is a standard measure of the angle formed by two straight lines in the same plane."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000123,radian,class,plane angle unit|radian based unit,,{radian},"""A plane angle unit which is equal to the angle subtended at the center of a circle by an arc equal in length to the radius of the circle, approximately 57 degrees 17 minutes and 44.6 seconds."" [NIST:NIST]",rad,,,,,,,,,,,,,,,,,,,
UO:0000123,radian,named individual,,,,"""A plane angle unit which is equal to the angle subtended at the center of a circle by an arc equal in length to the radius of the circle, approximately 57 degrees 17 minutes and 44.6 seconds."" [NIST:NIST]",rad,,,,,,,,,,,,,,,,,,,
UO:0000124,solid angle unit,class,angle unit,,,"""A unit which is a standard measure of the angle formed by three or more planes intersecting at a common point."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000125,steradian,class,solid angle unit|steradian based unit,,{steradian},"""A solid angle unit which is equal to the solid angle subtended at the center of a sphere by an area on the surface of the sphere that is equal to the radius squared."" [NIST:NIST]",sr,,,,,,,,,,,,,,,,,,,
UO:0000125,steradian,named individual,,,,"""A solid angle unit which is equal to the solid angle subtended at the center of a sphere by an area on the surface of the sphere that is equal to the radius squared."" [NIST:NIST]",sr,,,,,,,,,,,,,,,,,,,
UO:0000127,radiation unit,class,unit,,,"""A unit which is a standard measure of the amount of radiation emitted by a given radiation source as well as the amount of radiation absorbed or deposited in a specific material by a radiation source."" [OCRBS:OCRBS]",,,,,,,,,,,,,,,,,,,,
UO:0000128,activity (of a radionuclide) unit,class,radiation unit,PATO:0001740,,"""A unit which is a standard measure of the transformation (disintegration) rate of a radioactive substance."" [DEFRA:DEFRA]",,,,,,,,,,,,,,,,,,,,
UO:0000129,absorbed dose unit,class,radiation unit,PATO:0001745,,"""A unit which is a standard measure of the energy imparted by ionizing radiation to unit mass of matter such as tissue."" [DEFRA:DEFRA]",,,,,,,,,,,,,,,,,,,,
UO:0000130,dose equivalent unit,class,radiation unit,PATO:0001746,,"""A unit which is a standard measure of the expression of dose in terms of its biological effect."" [ORCBS:ORCBS]",,,,,,,,,,,,,,,,,,,,
UO:0000131,exposure unit,class,radiation unit,PATO:0001744,,"""A unit which is a standard measure of the quantity that expresses the ability of radiation to ionize air and thereby create electric charges which can be collected and measured."" [ORCBS:ORCBS]",,,,,,,,,,,,,,,,,,,,
UO:0000132,becquerel,named individual,,,,"""An activity (of a radionuclide) unit which is equal to the activity of a quantity of radioactive material in which one nucleus decays per second or there is one atom disintegration per second (dps)."" [NIST:NIST]",Bq,,,,,,,,,,,,,,,,,,,
UO:0000132,becquerel,class,activity (of a radionuclide) unit|becquerel based unit,,{becquerel},"""An activity (of a radionuclide) unit which is equal to the activity of a quantity of radioactive material in which one nucleus decays per second or there is one atom disintegration per second (dps)."" [NIST:NIST]",Bq,,,,,,,,,,,,,,,,,,,
UO:0000133,curie,named individual,,,,"""An activity (of a radionuclide) unit which is equal to the activity of a quantity of radioactive material in which there are 3.7 x 10^[10] atom disintegration per second (dps)."" [ORCBS:ORCBS]",Ci,,,,,,,,,,,,,,,,,,,
UO:0000133,curie,class,activity (of a radionuclide) unit|curie based unit,,{curie},"""An activity (of a radionuclide) unit which is equal to the activity of a quantity of radioactive material in which there are 3.7 x 10^[10] atom disintegration per second (dps)."" [ORCBS:ORCBS]",Ci,,,,,,,,,,,,,,,,,,,
UO:0000134,gray,named individual,,,,"""An absorbed dose unit which is equal to the absorption of one joule of radiation energy by one kilogram of matter."" [NIST:NIST]",Gy,,,,,,,,,,,,,,,,,,,
UO:0000134,gray,class,absorbed dose unit|gray based unit,,{gray},"""An absorbed dose unit which is equal to the absorption of one joule of radiation energy by one kilogram of matter."" [NIST:NIST]",Gy,,,,,,,,,,,,,,,,,,,
UO:0000135,rad,named individual,,,,"""An absorbed dose unit which is equal to 0.01 gray (Gy)."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000135,rad,class,absorbed dose unit|rad based unit,,{rad},"""An absorbed dose unit which is equal to 0.01 gray (Gy)."" [Wikipedia:Wikipedia]",,,,,,,,,,,,,,,,,,,,
UO:0000136,roentgen,named individual,,,,"""An exposure unit which is equal to the amount of radiation required to liberate positive and negative charges of one electrostatic unit of charge in 1 cm^[3] of air at standard temperature and pressure (STP). This corresponds to the generation of approximately 2.0810^[9] ion pairs."" [Wikipedia:Wikipedia]",R,,,,,,,,,,,,,,,,,,,
UO:0000136,roentgen,class,exposure unit|roentgen based unit,,{roentgen},"""An exposure unit which is equal to the amount of radiation required to liberate positive and negative charges of one electrostatic unit of charge in 1 cm^[3] of air at standard temperature and pressure (STP). This corresponds to the generation of approximately 2.0810^[9] ion pairs."" [Wikipedia:Wikipedia]",R,,,,,,,,,,,,,,,,,,,
UO:0000137,sievert,named individual,,,,"""A dose equivalent unit which is equal to the absorption of one joule of radiation energy by one kilogram of matter."" [NIST:NIST]",Sv,,,,,,,,,,,,,,,,,,,
UO:0000137,sievert,class,dose equivalent unit|sievert based unit,,{sievert},"""A dose equivalent unit which is equal to the absorption of one joule of radiation energy by one kilogram of matter."" [NIST:NIST]",Sv,,,,,,,,,,,,,,,,,,,
UO:0000138,millisievert,named individual,,,,"""A dose equivalent unit which is equal to one thousandth of a sievert or 10^[-3] Sv."" [NIST:NIST]",mSv,,,,,,,,,,,,,,,,,,,
UO:0000138,millisievert,class,dose equivalent unit,,('sievert based unit' and ('has prefix' some milli))|{millisievert},"""A dose equivalent unit which is equal to one thousandth of a sievert or 10^[-3] Sv."" [NIST:NIST]",mSv,,,,,,,,,,,,,,,,,,,
UO:0000139,microsievert,named individual,,,,"""A dose equivalent unit which is equal to one millionth of a sievert or 10^[-6] Sv."" [NIST:NIST]",uSv,,,,,,,,,,,,,,,,,,,
UO:0000139,microsievert,class,dose equivalent unit,,('sievert based unit' and ('has prefix' some micro))|{microsievert},"""A dose equivalent unit which is equal to one millionth of a sievert or 10^[-6] Sv."" [NIST:NIST]",uSv,,,,,,,,,,,,,,,,,,,
UO:0000140,Roentgen equivalent man,named individual,,,,"""A dose equivalent unit which when multiplied by hundred is equal to one sievert or 1 Sv. 1 Sv is equal to 100 rem."" [Wikipedia:Wikipedia]",rem,,,,,,,,,,,,,,,,,,,
UO:0000140,Roentgen equivalent man,class,Roentgen equivalent man based unit|dose equivalent unit,,{UO:0000140},"""A dose equivalent unit which when multiplied by hundred is equal to one sievert or 1 Sv. 1 Sv is equal to 100 rem."" [Wikipedia:Wikipedia]",rem,,,,,,,,,,,,,,,,,,,
UO:0000141,microgray,named individual,,,,"""An absorbed dose unit which is equal to one millionth of a gray or 10^[-6] Gy."" [NIST:NIST]",uGy,,,,,,,,,,,,,,,,,,,
UO:0000141,microgray,class,absorbed dose unit,,('gray based unit' and ('has prefix' some micro))|{microgray},"""An absorbed dose unit which is equal to one millionth of a gray or 10^[-6] Gy."" [NIST:NIST]",uGy,,,,,,,,,,,,,,,,,,,
UO:0000142,milligray,named individual,,,,"""An absorbed dose unit which is equal to one thousandth of a gray or 10^[-3] Gy."" [NIST:NIST]",mGy,,,,,,,,,,,,,,,,,,,
UO:0000142,milligray,class,absorbed dose unit,,('gray based unit' and ('has prefix' some milli))|{milligray},"""An absorbed dose unit which is equal to one thousandth of a gray or 10^[-3] Gy."" [NIST:NIST]",mGy,,,,,,,,,,,,,,,,,,,
UO:0000143,nanogray,named individual,,,,"""An absorbed dose unit which is equal to one thousandth of a millionth of a gray or 10^[-9] Gy."" [NIST:NIST]",nGy,,,,,,,,,,,,,,,,,,,
