ID,LABEL,SubClass Of,Equivalent Class,database_cross_reference
ENVO:00000308,dune slack,valley,,FTT:652|Geonames:T.TRGD
ENVO:00000309,depression,'has part' some slope|'has quality' some 'decreased elevation'|'has quality' some 'sloped downward'|solid astronomical body part,,EcoLexicon:depression|FTT:175|FTT:215|FTT:216|Geonames:T.DPR|Geonames:T.PAN|Geonames:T.PANS|SWEETRealm:Depression|TGN:21454|TGN:21497|TGN:21521
ENVO:00000310,meteor impact crater,'formed as result of' some 'meterorite impact'|impact crater,,SWEETRealm:ImpactCrater|https://en.wikipedia.org/wiki/Impact_crater
ENVO:00000311,kettle,'part of' some sandur|depression,,
ENVO:00000312,sandur,plain,,https://en.wikipedia.org/wiki/Sandur
ENVO:00000313,blowout,depression,,EcoLexicon:blowout|FTT:267|Geonames:T.BLOW|TGN:21448
ENVO:00000314,alluvial fan,,'hydrographic feature' and ('has quality' some fan-shaped) and ('adjacent to' some 'alluvial plain') and ('output of' some 'depositional process') and ('composed primarily of' some 'alluvial soil'),EcoLexicon:alluvial_fan|FTT:94|FTT:95|Geonames:T.FAN|SWEETRealm:AlluvialFan|TGN:21421|https://en.wikipedia.org/wiki/Alluvial_fan
ENVO:00000315,bajada,alluvial fan,,FTT:188|FTT:191|SWEETRealm:Bajada|https://en.wikipedia.org/wiki/Bajada
ENVO:00000316,intertidal zone,'part of' some shore|marine environmental zone|overlaps some 'intertidal ecosystem',,EcoLexicon:intertidal_zone|FTT:240|FTT:501|SPIRE:Intertidal|SWEETRealm:IntertidalZone|https://en.wikipedia.org/wiki/Intertidal_zone
ENVO:00000317,tidal pool,'located in' some 'intertidal zone'|lentic water body,,EcoLexicon:tidal_pool|https://en.wikipedia.org/wiki/Tidal_pool
ENVO:00000318,high tide zone,'part of' some 'intertidal zone'|marine environmental zone,,
ENVO:00000319,low tide zone,'part of' some 'intertidal zone'|marine environmental zone,,
ENVO:00000320,crevasse,'located in' some ('water ice' or snow)|geological fracture,,FTT:489|FTT:594|FTT:702|Geonames:T.FSR|TGN:21415|TGN:21416|https://en.wikipedia.org/wiki/Crevasse
ENVO:00000321,joint-plane cave,cave,,
ENVO:00000322,volcanic cave,primary cave,,https://en.wikipedia.org/wiki/Lava_cave
ENVO:00000323,live cave,cave,,
ENVO:00000324,outflow cave,cave,,
ENVO:00000325,polje,'has quality' some closed|depression,,EcoLexicon:polje|https://en.wikipedia.org/wiki/Polje
ENVO:00000326,sea cave,cave,,https://en.wikipedia.org/wiki/Sea_cave
ENVO:00000327,speleothem,'part of' some cave|mineral deposit,,EcoLexicon:speleothem|https://en.wikipedia.org/wiki/Speleothem
ENVO:00000328,vadose zone,environmental zone,,
ENVO:00000329,phreatic zone,'has part' some ('solid environmental material' and ('has quality' some porous))|'has part' some groundwater|compound astronomical body part,,https://en.wikipedia.org/wiki/Phreatic_zone
ENVO:00000330,stalagmite,speleothem,,https://en.wikipedia.org/wiki/Stalagmite
ENVO:00000331,stalactite,speleothem,,https://en.wikipedia.org/wiki/Stalactite
ENVO:00000332,doline,'part of' some karst|depression,,https://en.wikipedia.org/wiki/Doline
ENVO:00000333,subjacent karst,karst,,
ENVO:00000334,syngenetic karst,karst,,
ENVO:00000335,polygonal karst,karst,,
ENVO:00000336,doline karst,karst,karst and ('has part' some doline),
ENVO:00000337,obsolete orange juice,,,https://en.wikipedia.org/wiki/Orange_juice
ENVO:00000338,vomit material,'composed primarily of' some vomit|bodily fluid material,,
ENVO:00000339,piece of rock,,'mass of solid material' and ('composed primarily of' some rock),FTT:1010|FTT:145|Geonames:T.RK|Geonames:T.RKS|TGN:21444
ENVO:00000340,grain of sand,'part of' some sand|mass of solid material,,
ENVO:00000341,piece of gravel,piece of rock,,
ENVO:00000342,ice cap dome,'has quality' some domed|'part of' some 'ice cap'|elevation,,FTT:758|FTT:840|Geonames:H.DOMG|TGN:21144
ENVO:00000343,particle of silt,,'mass of solid material' and ('member of' some ('object aggregate' and ('part of' some silt))),
ENVO:00000344,grain of desert sand,'part of' some 'desert sand'|grain of sand,'grain of sand' and ('part of' some 'desert sand'),
ENVO:00000345,grain of beach sand,'part of' some 'beach sand'|grain of sand,'grain of sand' and ('part of' some 'beach sand'),
ENVO:00000346,grain of acid dune sand,'part of' some 'acid dune sand'|grain of sand,'grain of sand' and ('part of' some 'acid dune sand'),
ENVO:00000347,grain of sea sand,'part of' some 'sea sand'|grain of sand,'grain of sand' and ('part of' some 'sea sand'),
ENVO:00000348,grain of rocky sand,'part of' some 'rocky sand'|grain of sand,'grain of sand' and ('part of' some 'rocky sand'),
ENVO:00000349,terrarium,vivarium,,https://en.wikipedia.org/wiki/Terrarium
ENVO:00000350,somma volcano,volcano,,https://en.wikipedia.org/wiki/Somma_volcano
ENVO:00000351,volcanic arc,'formed as result of' some 'volcanic eruption'|archipelago,,https://en.wikipedia.org/wiki/Volcanic_arc
ENVO:00000352,continental arc,volcanic arc,,
ENVO:00000353,island arc,archipelago|volcanic arc,,EcoLexicon:island_arc|SWEETRealm:IslandArc|https://en.wikipedia.org/wiki/Island_arc
ENVO:00000354,volcanic field,'has part' some ('capable of' some 'volcanic eruption')|geothermally active field,,https://en.wikipedia.org/wiki/Volcanic_field
ENVO:00000355,monogenetic volcanic field,volcanic field,,https://en.wikipedia.org/wiki/Monogenetic_volcanic_field
ENVO:00000356,pyroclastic cone,volcanic cone,,https://en.wikipedia.org/wiki/Pyroclastic_cone
ENVO:00000357,lock,transport feature,,EcoLexicon:lock
ENVO:00000358,area of protected biodiversity,protected area,,
ENVO:00000359,natural monument,'has part' some 'protected area'|natural environment,,
ENVO:00000360,area of national forest,area of protected biodiversity,,
ENVO:00000361,site of special scientific interest,area of protected biodiversity,,
ENVO:00000362,marine park area,area of protected biodiversity,,
ENVO:00000363,area designated as a nature reserve,area of protected biodiversity,,
ENVO:00000364,national wildlife refuge,wildlife management area,,
ENVO:00000365,Ramsar site,area designated as a nature reserve,,
ENVO:00000366,area designated as a national nature reserve,area of protected biodiversity,,
ENVO:00000367,IUCN national park,area protected according to IUCN guidelines,,
ENVO:00000368,ephemeral island,island,,
ENVO:00000369,brine pool,'part of' some ocean|lentic water body,,https://en.wikipedia.org/wiki/Brine_pool
ENVO:00000370,tuya,volcano,,https://en.wikipedia.org/wiki/Tuya
ENVO:00000371,complex volcano,volcano,,https://en.wikipedia.org/wiki/Complex_volcano
ENVO:00000372,pyroclastic shield volcano,shield volcano,,
ENVO:00000373,obsolete geothermal field,,,
ENVO:00000374,wildlife management area,area of protected biodiversity,,
ENVO:00000375,world heritage site,protected area,,
ENVO:00000376,biosphere reserve,area of protected biodiversity,,https://en.wikipedia.org/wiki/Biosphere_reserve
ENVO:00000377,artificial lake,'formed as result of' some 'human-directed construction process'|lake,,https://en.wikipedia.org/wiki/Artificial_lake
ENVO:00000378,canal head reservoir,reservoir,,
ENVO:00000379,inundation disposition,environmental disposition,,
ENVO:00000380,ice shelf,'adjacent to' some 'marine water body'|'attached to' some ('planetary landmass' and ('contained in' some 'sea coast'))|'formed as result of' some 'mass ice flow'|'formed as result of' some snowfall|'has quality' some buoyancy|land ice mass|partially_surrounded_by some atmosphere,,SWEETRealm:IceShelf|http://sweetontology.net/realmCryo/IceShelf
ENVO:00000381,massif,elevation,,EcoLexicon:massif|FTT:946|TGN:21435|https://en.wikipedia.org/wiki/Massif
ENVO:00000382,lake shore,'part of' some lake|shore,shore and (overlaps some 'lake coast'),TGN:21484
ENVO:00000383,stream bed,'adjacent to' some stream|submerged bed,,FTT:651|Geonames:H.STMB|TGN:21165|https://en.wikipedia.org/wiki/Stream_bed
ENVO:00000384,river bed,'adjacent to' some river|stream bed,,EcoLexicon:river_bed_structure|SWEETRealm:RiverBed|TGN:21154|https://en.wikipedia.org/wiki/River_bed
ENVO:00000385,stream mouth,'part of' some stream|mouth,mouth and ('part of' some stream),FTT:105|FTT:1222|Geonames:H.STMM
ENVO:00000386,river mouth,'part of' some river|stream mouth,mouth and ('part of' some river),TGN:21156|https://en.wikipedia.org/wiki/River_mouth
ENVO:00000387,container of an intermittent lake,container of an intermittent water body,,FTT:221|FTT:875|Geonames:H.LKI|Geonames:H.LKSI|TGN:21118|https://en.wikipedia.org/wiki/Intermittent_lake
ENVO:00000388,obsolete intermittent watercourse,,,TGN:21111
ENVO:00000389,intermittent wetland,wetland ecosystem,,FTT:85|FTT:883|Geonames:H.WTLDI|TGN:21306
ENVO:00000390,mountain spur,'part of' some mountain|spur,,
ENVO:00000391,land bridge,isthmus,,TGN:21478|https://en.wikipedia.org/wiki/Land_bridge
ENVO:00000392,ice tongue,'has quality' some buoyancy|'part of' some 'valley glacier'|land ice mass|partially_surrounded_by some 'water body'|partially_surrounded_by some atmosphere,,TGN:21143|https://en.wikipedia.org/wiki/Ice_tongue
ENVO:00000393,sound,coastal inlet,,EcoLexicon:sound|FTT:233|FTT:469|Geonames:H.SD|SWEETRealm:Sound|TGN:21129
ENVO:00000394,strait,channel of a watercourse|connects some 'water body',,EcoLexicon:strait|FTT:233|FTT:470|Geonames:H.STRT|SWEETRealm:Strait|TGN:21132|https://en.wikipedia.org/wiki/Strait
ENVO:00000395,channel of a watercourse,'has part' some 'submerged bed'|'has part' some bank|depression,,EcoLexicon:channel|EcoLexicon:sea_channel|FTT:1192|FTT:233|FTT:461|FTT:462|FTT:463|FTT:464|FTT:465|FTT:466|FTT:468|FTT:469|FTT:470|Geonames:H.CHN|Geonames:U.SCNU|Geonames:U.SCSU|SWEETRealm:Channel|TGN:21137|TGN:23451
ENVO:00000396,marine channel,channel of a watercourse,,FTT:233|FTT:465|Geonames:H.CHNM|TGN:21186
ENVO:00000397,lake channel,channel of a watercourse,'channel of a watercourse' and ('location of' some lake),FTT:233|FTT:464|Geonames:H.CHNL|TGN:21185
ENVO:00000398,volcanic cone,'formed as result of' some 'volcanic eruption'|'has quality' some conical|elevation,,FTT:530|Geonames:T.CONE|SWEETRealm:VolcanicCone|TGN:21418|https://en.wikipedia.org/wiki/Volcanic_cone
ENVO:00000399,ash cone,'composed primarily of' some 'volcanic ash'|volcanic cone,,https://en.wikipedia.org/wiki/Ash_cone
ENVO:00000400,cinder cone,'composed primarily of' some (tephra and scoria and pumice)|volcanic cone,,SWEETRealm:CinderCone|https://en.wikipedia.org/wiki/Cinder_cone
ENVO:00000401,spatter cone,volcanic cone,,SWEETRealm:SpatterCone|https://en.wikipedia.org/wiki/Spatter_cone
ENVO:00000402,mud volcano,volcano,,EcoLexicon:mud_volcano|https://en.wikipedia.org/wiki/Mud_volcano
ENVO:00000403,shield volcano,volcano,,https://en.wikipedia.org/wiki/Shield_volcano
ENVO:00000404,stratovolcano,volcano,,https://en.wikipedia.org/wiki/Stratovolcano
ENVO:00000405,obsolete submarine volcano,,,
ENVO:00000406,mid-ocean ridge,'formed as result of' some 'divergent tectonic movement'|'part of' some ocean|range of seamounts,,EcoLexicon:oceanic_ridge|TGN:23151|https://en.wikipedia.org/wiki/Mid-ocean_ridge
ENVO:00000407,subglacial volcano,'adjacent to' some (glacier or 'glacial lake')|volcano,,https://en.wikipedia.org/wiki/Subglacial_volcano
ENVO:00000408,volcanic fissure,'formed as result of' some 'volcanic eruption'|volcano,,FTT:702|SWEETRealm:Fissure|https://en.wikipedia.org/wiki/Volcanic_fissure
ENVO:00000409,whirlpool,marine current,,FTT:131|FTT:829|TGN:21183|https://en.wikipedia.org/wiki/Whirlpool
ENVO:00000410,kipuka,elevation,,https://en.wikipedia.org/wiki/Kipuka
ENVO:00000411,ford,transport feature,,EcoLexicon:ford|FTT:714|FTT:83|Geonames:T.FORD|TGN:21170|https://en.wikipedia.org/wiki/Ford
ENVO:00000412,tidal watercourse,'contains process' some 'tidal flow process'|watercourse,,TGN:21130
ENVO:00000413,pingo,'has part' some 'ice mass'|elevation|partially_surrounded_by some soil,,https://en.wikipedia.org/wiki/Pingo
ENVO:00000414,natural arch,solid astronomical body part,,FTT:142|FTT:143|FTT:144|TGN:21445|https://en.wikipedia.org/wiki/Natural_arch
ENVO:00000415,raised beach,beach,,EcoLexicon:raised_beach|https://en.wikipedia.org/wiki/Raised_beach
ENVO:00000416,coastal dune,dune,dune and ('located in' some 'sea coast'),https://en.wikipedia.org/wiki/Coastal_dune
ENVO:00000417,machair,raised beach,,
ENVO:00000418,ria,valley,,https://en.wikipedia.org/wiki/Ria
ENVO:00000419,stack,'has part' some (rock and ('has quality' some columnar))|elevation|overlaps some 'sea coast'|partially_surrounded_by some (ocean or sea),,EcoLexicon:stack
ENVO:00000420,tombolo,'formed as result of' some 'depositional process'|bar|partially_surrounded_by some ((ocean or sea) and ('adjacent to' some (island or 'rocky reef' or shore))),,EcoLexicon:tombolo|SWEETRealm:Tombolo|https://en.wikipedia.org/wiki/Tombolo
ENVO:00000421,wave-cut platform,'part of' some 'sea cliff'|solid astronomical body part,,SWEETRealm:WaveCutPlatform|https://en.wikipedia.org/wiki/Wave-cut_platform
ENVO:00000422,limestone pavement,karst,,https://en.wikipedia.org/wiki/Limestone_pavement
ENVO:00000423,river island,island,island and ('located in' some river),EcoLexicon:fluvial_island|TGN:21428
ENVO:00000424,lake island,island,island and ('located in' some lake),https://en.wikipedia.org/wiki/Lake_island
ENVO:00000426,ocean floor,'adjacent to' some ocean|'part of' some 'ocean basin'|marine bed,,FTT:1020|https://en.wikipedia.org/wiki/Ocean_floor
ENVO:00000427,meander,'part of' some stream|astronomical body part,,EcoLexicon:meander|FTT:105|FTT:948|SWEETRealm:Meandering|TGN:21153|https://en.wikipedia.org/wiki/Meander
ENVO:00000428,biome,'determined by' some 'ecological community'|'has part' min 2 habitat|'part of' some biosphere|ecosystem,,EcoLexicon:biome
ENVO:00000429,arete,ridge,,FTT:154
ENVO:00000430,dirt cone,'adjacent to' some 'ice mass'|'output of' some 'depositional process'|'output of' some (melting and ('has participant' some ('water ice' and ('part of' some glacier))))|solid astronomical body part,,https://en.wikipedia.org/wiki/Dirt_cone
ENVO:00000431,drumlin field,'has part' some drumlin|hill range,,https://en.wikipedia.org/wiki/Drumlin_field
ENVO:00000432,monadnock,mount,,https://en.wikipedia.org/wiki/Monadnock
ENVO:00000433,kame terrace,terrace,terrace and ('located in' some kame),
ENVO:00000434,outwash fan,plain,,https://en.wikipedia.org/wiki/Outwash_fan
ENVO:00000435,proglacial lake,glacial lake,,https://en.wikipedia.org/wiki/Proglacial_lake
ENVO:00000436,tunnel valley,glacial valley,,https://en.wikipedia.org/wiki/Tunnel_valley
ENVO:00000437,Nye channel,tunnel valley,,
ENVO:00000438,alas,depression,,https://en.wikipedia.org/wiki/Alas
ENVO:00000439,dell,'has quality' some (U-shaped or V-shaped)|valley,,
ENVO:00000440,rock shelter,cave,,https://en.wikipedia.org/wiki/Rock_shelter
ENVO:00000441,terracette,ridge,,SWEETRealm:Terracette|https://en.wikipedia.org/wiki/Terracette
ENVO:00000442,maelstrom,whirlpool,,https://en.wikipedia.org/wiki/Maelstrom
ENVO:00000443,flood control reservoir,reservoir,,EcoLexicon:flood_control_reservoir|FTT:1175|FTT:217|FTT:709|TGN:51261
ENVO:00000444,woodland clearing,'has quality' some exposed|'surrounded by' some ('woodland area' or 'forested area')|field,,FTT:259|FTT:488|Geonames:L.CLG|LTER:79|TGN:21651
ENVO:00000445,transvasement,aquaduct,,https://en.wikipedia.org/wiki/Transvasement
ENVO:00000446,terrestrial biome,biome,biome and ('determined by' some ('planetary landmass' or ('part of' some 'planetary landmass'))),LTER:798|SPIRE:Terrestrial
ENVO:00000447,marine biome,aquatic biome,'aquatic biome' and ('determined by' some 'marine water body'),SPIRE:Marine
ENVO:00000448,hydroelectric reservoir,reservoir,,https://en.wikipedia.org/wiki/Hydroelectric_reservoir
ENVO:00000449,drinking water reservoir,reservoir,,
ENVO:00000450,irrigation reservoir,reservoir,,
ENVO:00000451,amenity lake,artificial lake,,
ENVO:00000452,ribbon lake,lake,,https://en.wikipedia.org/wiki/Ribbon_lake
ENVO:00000453,liman,lentic water body,,https://en.wikipedia.org/wiki/Liman
ENVO:00000454,turlough,container of an intermittent lake,,https://en.wikipedia.org/wiki/Turlough
ENVO:00000455,tarn,lake,,https://en.wikipedia.org/wiki/Tarn
ENVO:00000456,tidewater glacier,'adjacent to' some ocean|glacier,,
ENVO:00000457,plateau glacier,'adjacent to' some plateau|glacier,,
ENVO:00000458,valley glacier,'adjacent to' some valley|glacier|partially_surrounded_by some valley,,https://en.wikipedia.org/wiki/Valley_glacier
ENVO:00000459,outlet glacier,glacier,,https://en.wikipedia.org/wiki/Outlet_glacier
ENVO:00000460,penplain,plain,,
ENVO:00000461,pseudocrater,crater,,https://en.wikipedia.org/wiki/Pseudocrater
ENVO:00000462,polygenetic volcanic field,volcanic field,,https://en.wikipedia.org/wiki/Polygenetic_volcanic_field
ENVO:00000463,harbor,astronomical body part,,SWEETRealm:Harbor|https://en.wikipedia.org/wiki/Harbor
ENVO:00000464,artificial harbor,'output of' some 'human-directed construction process'|harbor,,https://en.wikipedia.org/wiki/Artificial_harbour
ENVO:00000465,natural harbor,harbor,,https://en.wikipedia.org/wiki/Natural_harbor
ENVO:00000466,obsolete marine hydrographic feature,,,
ENVO:00000467,university campus,'has part' min 2 building|human construction,,https://en.wikipedia.org/wiki/University_campus
ENVO:00000468,hydroelectric dam,dam,,https://en.wikipedia.org/wiki/Hydroelectric_dam
ENVO:00000469,research facility,human construction,,
ENVO:00000470,irrigation dam,dam,,
ENVO:00000471,flood control dam,dam,,
ENVO:00000472,backwater,watercourse,,FTT:184|TGN:21302|https://en.wikipedia.org/wiki/Backwater
ENVO:00000473,gravel pit,'has part' some gravel|quarry,quarry and ('capable of' some ('material extraction process' and ('has output' some gravel))),FTT:772|https://en.wikipedia.org/wiki/Gravel_pit
ENVO:00000474,cut,anthropogenic geographic feature,,FTT:1182|https://en.wikipedia.org/wiki/Cut
ENVO:00000475,inlet,'part of' some 'water body'|hydrographic feature|partially_surrounded_by some 'planetary landmass',,EcoLexicon:inlet|FTT:233|FTT:463|Geonames:H.GULF|Geonames:H.INLT|SWEETRealm:Inlet|TGN:21128
ENVO:00000476,lake inlet,'part of' some lake|inlet,inlet and ('part of' some lake),
ENVO:00000477,mount,elevation,,EcoLexicon:dome|FTT:118|FTT:460|SWEETRealm:Dome|TGN:21439|https://en.wikipedia.org/wiki/Mount
ENVO:00000478,range of mounts,field|overlaps min 2 mount,,FTT:996
ENVO:00000479,mouth,overlaps min 2 'water body'|watercourse,,EcoLexicon:outlet|SWEETRealm:Mouth|https://en.wikipedia.org/wiki/Mouth
ENVO:00000480,peak,'part of' some elevation|solid astronomical body part,,EcoLexicon:summit|FTT:757|FTT:79|FTT:80|FTT:994|FTT:998|FTT:999|Geonames:T.PK|Geonames:T.PKS|SWEETRealm:Peak|TGN:21490|https://en.wikipedia.org/wiki/Peak
ENVO:00000481,pinnacle,'has quality' some 'protruding out of'|elevation,,EcoLexicon:crag|FTT:1008|FTT:145|https://en.wikipedia.org/wiki/Pinnacle
ENVO:00000482,sea floor,'adjacent to' some sea|marine bed,,EcoLexicon:sea_floor|https://en.wikipedia.org/wiki/Sea_floor
ENVO:00000483,plunge pool,'formed as result of' some 'planetary erosion'|'part of' some stream|water body,,https://en.wikipedia.org/wiki/Plunge_pool
ENVO:00000484,polynya,'surrounded by' some 'ice mass'|lentic water body,,EcoLexicon:polynya|SWEETRealm:Polynya|https://en.wikipedia.org/wiki/Polynya
ENVO:00000485,sea shore,overlaps some 'sea coast'|shore,shore and (overlaps some 'sea coast'),EcoLexicon:seashore|FTT:504
ENVO:00000486,shoreline,'part of' some shore|compound astronomical body part,,EcoLexicon:shoreline|FTT:240|FTT:503|TGN:21481|https://en.wikipedia.org/wiki/Shoreline
ENVO:00000487,paternoster lake,glacial lake,,https://en.wikipedia.org/wiki/Paternoster_lake
ENVO:00000488,glacial lake,'composed primarily of' some meltwater|'formed as result of' some 'glacial erosion process'|lake,,https://en.wikipedia.org/wiki/Glacial_lake
ENVO:00000489,palsa,'formed as result of' some 'frost heaving process'|'has part' some ('ice lens' and ('surrounded by' some (permafrost or soil)))|'part of' some ('wetland ecosystem' and ('has part' some permafrost))|frost heave,,
ENVO:00000490,consequent stream,stream,,https://en.wikipedia.org/wiki/Consequent_stream
ENVO:00000491,subsequent stream,stream,,https://en.wikipedia.org/wiki/Subsequent_stream
ENVO:00000492,resequent stream,stream,,https://en.wikipedia.org/wiki/Resequent_stream
ENVO:00000493,obsequent stream,stream,,https://en.wikipedia.org/wiki/Obsequent_stream
ENVO:00000494,insequent stream,stream,,https://en.wikipedia.org/wiki/Insequent_stream
ENVO:00000495,tributary,stream,stream and ('tributary of' some 'hydrographic feature'),EcoLexicon:affluent|FTT:105|FTT:1261|SWEETRealm:Tributary|TGN:21157|https://en.wikipedia.org/wiki/Tributary
ENVO:00000496,rill,depression,,EcoLexicon:rill|https://en.wikipedia.org/wiki/Rill
ENVO:00000497,rincon,meander,,https://en.wikipedia.org/wiki/Rincon
ENVO:00000498,volcanic dike,'composed primarily of' some 'igneous rock'|'formed as result of' some 'volcanic eruption'|dike,,FTT:654
ENVO:00000499,trough,depression,,SWEETRealm:Trough|TGN:21512
ENVO:00000500,beaver dam,animal habitation,,FTT:243|https://en.wikipedia.org/wiki/Beaver_dam
ENVO:00000501,submerged bed,'adjacent to' some 'water body'|'composed primarily of' some ('environmental material' and ('has quality' some 'quality of a solid'))|'part of' some depression|solid surface layer,,EcoLexicon:bed|FTT:804|SWEETRealm:Bottom|https://en.wikipedia.org/wiki/Stream_bed
ENVO:00000502,container of an intermittent saline lake,container of an intermittent lake,,FTT:221|FTT:880|Geonames:H.LKN|Geonames:H.LKSNI
ENVO:00000503,container of an intermittent oxbow lake,container of an intermittent lake|oxbow lake,,FTT:221|FTT:876|Geonames:H.LKOI
ENVO:00000504,container of an intermittent pond,container of an intermittent water body,,FTT:221|FTT:877|FTT:878|Geonames:H.PNDI|Geonames:H.PNDSI|Geonames:H.POOLI
ENVO:00000505,underground irrigation canal,irrigation canal|underground water body,,FTT:129|FTT:410|Geonames:H.CNLSB
ENVO:00000506,intermittently filled reservoir,container of an intermittent water body,,FTT:221|FTT:588|FTT:879|Geonames:H.RSVI
ENVO:00000507,wadi mouth,mouth,mouth and ('located in' some wadi),FTT:157|FTT:162|Geonames:H.WADM
ENVO:00000508,terrace,'has part' some slope|solid astronomical body part,,EcoLexicon:terrace|FTT:247|FTT:248|Geonames:T.BNCH|Geonames:T.TRR|TGN:21498|TGN:21513|https://en.wikipedia.org/wiki/Terrace
ENVO:00000509,marine terrace,terrace,,EcoLexicon:bench|FTT:249|Geonames:BNCU|https://en.wikipedia.org/wiki/Marine_terrace
ENVO:00000510,meander neck,'part of' some meander|astronomical body part,,FTT:947|FTT:96|Geonames:T.NKM
ENVO:00000511,blanket bog,peatland,,SWEETRealm:BlanketBog|https://en.wikipedia.org/wiki/Blanket_bog
ENVO:00000512,pond bed,'adjacent to' some pond|submerged bed,,
ENVO:00000513,reservoir bed,'adjacent to' some reservoir|submerged bed,,
ENVO:00000514,crater,depression,,FTT:219|Geonames:T.CRTR|SWEETRealm:Crater|TGN:21408|https://en.wikipedia.org/wiki/Crater
ENVO:00000515,road cut,cut,cut and ('has part' some road),Geonames:R.RDCUT
ENVO:00000516,hummock,'part of' some 'planetary landmass'|elevation,,FTT:783|Geonames:T.HMCK|SWEETRealm:Hummock
ENVO:00000517,lost stream,stream,,FTT:105|FTT:931|Geonames:H.STMSB|TGN:21112
ENVO:00000518,ditch mouth,'part of' some ditch|mouth,mouth and ('part of' some ditch),FTT:129|FTT:399|Geonames:H.DTCHM
ENVO:00000519,agricultural terrace,agricultural ecosystem|terrace,,https://en.wikipedia.org/wiki/Agricultural_terrace
ENVO:00000520,landslide,'composed primarily of' some (scree or rock or soil or sediment or mud or sand)|'formed as result of' some 'landslide process'|solid astronomical body part,,EcoLexicon:landslide|FTT:1076|FTT:914|FTT:96|Geonames:T.SLID|SWEETRealm:Landslide|TGN:21507|https://en.wikipedia.org/wiki/Landslide
ENVO:00000521,rockfall,'adjacent to' some (cliff or slope)|'composed primarily of' some rock|'formed as result of' some 'rockslide process'|landslide,,EcoLexicon:rockfall|FTT:1072|FTT:96|Geonames:T.RKFL|TGN:21504|https://en.wikipedia.org/wiki/Rockfall
ENVO:00000522,canal tunnel,man-made tunnel,,FTT:396|FTT:397|Geonames:H.TNLC|https://en.wikipedia.org/wiki/Canal_tunnel
ENVO:00000523,cutoff,channel of a watercourse,,FTT:462|Geomames:CUTF|TGN:21134|https://en.wikipedia.org/wiki/Cutoff
ENVO:00000524,abandoned watercourse,depression,,Geonames:H.STMQ|TGN:21113
ENVO:00000525,canalized stream,stream,,FTT:129|FTT:398|Geonames:H.STMC
ENVO:00000526,cleft,'part of' some cliff|solid astronomical body part,,Geonames:T.CFT|https://en.wikipedia.org/wiki/Cleft
ENVO:00000527,interfluve,elevation,,FTT:707|FTT:874|Geonames:T.INTF|TGN:21450
ENVO:00000528,ice cap ridge,'part of' some 'ice cap'|ridge,ridge and ('part of' some 'ice cap'),FTT:155|FTT:844|Geonames:H.RDGG
ENVO:00000529,beach ridge,ridge,ridge and ('adjacent to' some beach),FTT:236|Geonames:T.RDGB|https://en.wikipedia.org/wiki/Beach_ridge
ENVO:00000530,apron,slope,,EcoLexicon:apron|FTT:122|Geonames:U.APNU|TGN:23187|https://en.wikipedia.org/wiki/Apron
ENVO:00000531,ice cap depression,'part of' some 'ice cap'|depression,depression and ('part of' some 'ice cap'),FTT:839|Geonames:H.DPRG|TGN:21145
ENVO:00000532,intermittent saline evaporation pond,saline evaporation pond,,FTT:881|Geonames:H.PNDNI
ENVO:00000533,landfill,anthropogenic contamination feature,,FTT:621|FTT:624|https://en.wikipedia.org/wiki/Landfill
ENVO:00000534,pothole,cave,,FTT:1071|https://en.wikipedia.org/wiki/Pothole
ENVO:00000535,weir,dam,,FTT:603|Geonames:S.WEIR|TGN:51265|https://en.wikipedia.org/wiki/Weir
ENVO:00000536,moatan,'adjacent to' some 'hydrographic feature'|depression,,Geonames:U.MOTU
ENVO:00000537,boulder field,'has part' some boulder|solid astronomical body part,,FTT:289|Geonames:T.BLDR|TGN:21501
ENVO:00000538,arrugado,'adjacent to' some 'marine water body'|'part of' some 'sea floor'|solid astronomical body part,,FTT:167|Geonames:U.ARRU
ENVO:00000539,sill,elevation,,EcoLexicon:sill|FTT:740|Geonames:H.SILL|SWEETRealm:Sill|TGN:21367|https://en.wikipedia.org/wiki/Sill
ENVO:00000540,brackish lake,'composed primarily of' some 'brackish water'|lake,,
ENVO:00000541,brackish pond,pond,,
ENVO:00000542,kame,'has part' some ((sand and gravel) and ('has quality' some stratified))|'has part' some (layer and ('composed primarily of' some (sand and gravel)))|elevation,,EcoLexicon:kame|https://en.wikipedia.org/wiki/Kame
ENVO:00000543,swale,depression,,EcoLexicon:swale
ENVO:00000544,leat,artificial channel,,https://en.wikipedia.org/wiki/Leat
ENVO:00000545,shingle beach,beach,,https://en.wikipedia.org/wiki/Shingle_beach
ENVO:00000546,lake sediment,'adjacent to' some lake|'output of' some 'sedimentation in a water body'|sediment,,
ENVO:00000547,waterhole,pond,,FTT:828|Geonames:H.WTRH|TGN:21184|https://en.wikipedia.org/wiki/Waterhole
ENVO:00000548,gravel field,'composed primarily of' some gravel|field,,Geonames:L.GVL|TGN:21502
ENVO:00000549,container of an intermittent water body,depression,depression and ('contains process' some ('water accumulation process' and ('has quality' some discontinuous))),TGN:21198
ENVO:00000550,range of seamounts,'has part' some seamount|mountain range,,Geonames:U.CDAU|TGN:23131|TGN:23145|TGN:23344
ENVO:00000551,endorheic basin,drainage basin,,EcoLexicon:endorheic_basin|https://en.wikipedia.org/wiki/Endorheic_basin
