ID,LABEL,SubClass Of,Equivalent Class,database_cross_reference
BFO:0000001,entity,,,
BFO:0000002,continuant,,,
BFO:0000003,occurrent,,,
BFO:0000015,process,,,
BFO:0000016,disposition,,,
BFO:0000023,role,,,
BFO:0000024,fiat object part,,,
BFO:0000027,object aggregate,,,
BFO:0000029,site,,,
BFO:0000030,object,,,
BFO:0000038,one-dimensional temporal region,,,
BFO:0000040,material entity,,,
BFO:0000146,two-dimensional continuant fiat boundary,,,
CARO:0000006,material anatomical entity,,,
CHEBI:140503,kaolin,,,
CHEBI:15022,electron donor,,,
CHEBI:15377,water,,,
CHEBI:15379,dioxygen,,,
CHEBI:15422,ATP,,,
CHEBI:15611,sarcosine,,,
CHEBI:16134,ammonia,,,
CHEBI:16136,hydrogen sulfide,,,
CHEBI:16183,methane,,,
CHEBI:16199,urea,,,
CHEBI:16236,ethanol,,,
CHEBI:16454,pantothenate,,,
CHEBI:16482,naphthalene,,,
CHEBI:16526,carbon dioxide,,,
CHEBI:16646,carbohydrate,,,
CHEBI:17245,carbon monoxide,,,
CHEBI:17347,testosterone,,,
CHEBI:17632,nitrate,,,
CHEBI:17654,electron acceptor,,,
CHEBI:17883,hydrogen chloride,,,
CHEBI:17997,dinitrogen,,,
CHEBI:18139,trimethylamine,,,
CHEBI:18248,iron atom,,,
CHEBI:18276,dihydrogen,,,
CHEBI:18291,manganese atom,,,
CHEBI:18310,alkane,,,
CHEBI:18422,sulfur dioxide,,,
CHEBI:23016,carbonates,,,
CHEBI:23377,copper molecular entity,,,
CHEBI:24431,chemical entity,,,
CHEBI:24632,hydrocarbon,,,
CHEBI:24835,inorganic molecular entity,,,
CHEBI:24866,salt,,,
CHEBI:24873,iron molecular entity,,,
CHEBI:25555,nitrogen atom,,,
CHEBI:25806,oxygen molecular entity,,,
CHEBI:25812,ozone,,,
CHEBI:26020,phosphate,,,
CHEBI:26490,quinate,,,
CHEBI:26710,sodium chloride,,,
CHEBI:26833,sulfur atom,,,
CHEBI:26835,sulfur molecular entity,,,
CHEBI:26986,threonine,,,
CHEBI:27275,vanadium molecular entity,,,
CHEBI:27338,xylene,,,
CHEBI:27563,arsenic atom,,,
CHEBI:27573,silicon atom,,,
CHEBI:27594,carbon atom,,,
CHEBI:27798,nitrobenzene,,,
CHEBI:27856,acetamide,,,
CHEBI:28659,phosphorus atom,,,
CHEBI:28938,ammonium,,,
CHEBI:28966,chlorophyll,,,
CHEBI:29125,arsenate(3-),,,
CHEBI:30187,aluminium oxide,,,
CHEBI:30563,silicon dioxide,,,
CHEBI:30762,salicylate,,,
CHEBI:32178,Talc,,,
CHEBI:3311,calcium carbonate,,,
CHEBI:33284,nutrient,,,
CHEBI:33292,fuel,,,
CHEBI:33499,uranium molecular entity,,,
CHEBI:33521,metal atom,,,
CHEBI:33582,carbon group molecular entity,,,
CHEBI:33585,lead molecular entity,,,
CHEBI:33608,hydrogen molecular entity,,,
CHEBI:33628,elemental aluminium,,,
CHEBI:33655,aromatic compound,,,
CHEBI:33663,cyclic hydrocarbon,,,
CHEBI:33666,polycyclic hydrocarbon,,,
CHEBI:33679,helium molecular entity,,,
CHEBI:33694,biomacromolecule,,,
CHEBI:33749,platinum molecular entity,,,
CHEBI:33937,macronutrient,,,
CHEBI:33969,gold molecular entity,,,
CHEBI:35196,nitrogen oxide,,,
CHEBI:35230,fossil fuel,,,
CHEBI:35404,chromate(2-),,,
CHEBI:36342,subatomic particle,,,
CHEBI:36908,argon molecular entity,,,
CHEBI:37133,barium molecular entity,,,
CHEBI:37134,elemental barium,,,
CHEBI:39285,chloropicrin,,,
CHEBI:46661,asbestos,,,
CHEBI:46662,mineral,,,
CHEBI:46787,solvent,,,
CHEBI:47032,"1,4-dioxane",,,
CHEBI:48154,sulfur oxide,,,
CHEBI:49976,zinc dichloride,,,
CHEBI:50594,carbon nanotube,,,
CHEBI:50816,iron oxide,,,
CHEBI:50860,organic molecular entity,,,
CHEBI:50906,role,,,
CHEBI:51143,nitrogen molecular entity,,,
CHEBI:53388,poly(hydroxybutyrate),,,
CHEBI:58454,kynurenate,,,
CHEBI:63248,oxidising agent,,,
CHEBI:64909,poison,,,
CHEBI:76413,greenhouse gas,,,
CHEBI:78298,environmental contaminant,,,
CHEBI:78433,refrigerant,,,
CHEBI:82661,diatomaceous earth,,,
CHEBI:9171,skatole,,,
ENVO:00000000,geographic feature,astronomical body part,,https://en.wikipedia.org/wiki/Geographic_feature
ENVO:00000001,bedding-plane cave,cave,,
ENVO:00000002,anthropogenic geographic feature,geographic feature,'geographic feature' and ('formed as result of' some anthropisation),FTT:78|TGN:50001
ENVO:00000003,mine tailing,anthropogenic environmental material,,FTT:625|FTT:631
ENVO:00000004,administrative region,site,,FTT:1242|FTT:1252|FTT:15|FTT:16|FTT:18|FTT:19|FTT:21|FTT:22|FTT:23|FTT:24|FTT:25|FTT:26|FTT:27|FTT:28|FTT:29|FTT:37|SWEETRealm:AdministrativeRegion|TGN:80001|TGN:81099|TGN:81123|https://en.wikipedia.org/wiki/Administrative_region
ENVO:00000005,first-order administrative region,'part of' some 'national geopolitical entity'|administrative region,,FTT:414|FTT:569|Geonames:A.ADM1|TGN:81100
ENVO:00000006,second-order administrative region,'part of' some 'first-order administrative region'|administrative region,,FTT:286|FTT:576|Geonames:A.ADM2|TGN:81300
ENVO:00000007,third-order administrative region,'part of' some 'second-order administrative region'|administrative region,,FTT:204|FTT:205|FTT:578|Geonames:A.ADM3|TGN:82401
ENVO:00000008,fourth-order administrative region,'part of' some 'third-order administrative region'|administrative region,,FTT:580|FTT:581|Geonames:A.ADM4|TGN:82402
ENVO:00000009,national geopolitical entity,political entity,,FTT:424|FTT:566|FTT:567|FTT:571|SWEETRealm:Country|SWEETRealm:State|TGN:80006|TGN:81010|TGN:81011|TGN:81102|https://en.wikipedia.org/wiki/Nation
ENVO:00000010,transport feature,'participates in' some 'usage of an environment for transportation'|human construction,,FTT:83
ENVO:00000011,garden,anthropogenic geographic feature,,FTT:31|FTT:743|Geonames:S.GDN|TGN:53010|https://en.wikipedia.org/wiki/Garden
ENVO:00000012,hydrographic feature,geographic feature,'geographic feature' and ((partially_surrounded_by some 'liquid water') or ('adjacent to' some 'water body')),FTT:131|FTT:280|FTT:711|FTT:761|FTT:824|FTT:825|FTT:826|FTT:827|FTT:828|FTT:829|Geonames:H.OVF
ENVO:00000013,cave system,'has part' some cave|solid astronomical body part,,
ENVO:00000014,canal,'has quality' some elongated|watercourse,,EcoLexicon:canal|FTT:129|FTT:395|FTT:407|FTT:408|Geonames:H.CNL|SWEETRealm:Canal|TGN:51252|https://en.wikipedia.org/wiki/Canal
ENVO:00000015,ocean,'composed primarily of' some 'sea water'|marine water body,,EcoLexicon:ocean|FTT:1019|FTT:943|Geonames:H.OCN|SWEETRealm:Ocean|TGN:21102|https://en.wikipedia.org/wiki/Ocean
ENVO:00000016,sea,'composed primarily of' some 'sea water'|'part of' some hydrosphere|marine water body,,EcoLexicon:sea|FTT:233|FTT:830|Geonames:H.SEA|TGN:21103|https://en.wikipedia.org/wiki/Sea
ENVO:00000017,saline hydrographic feature,hydrographic feature,('hydrographic feature' and ('adjacent to' some ('water body' and ('composed primarily of' some 'saline water')))) or (partially_surrounded_by some 'saline water'),
ENVO:00000018,obsolete dry river,,,
ENVO:00000019,saline lake,'composed primarily of' some 'saline water'|lake,lake and ('composed primarily of' some 'saline water'),FTT:221|FTT:907|Geonames:H.LKN|Geonames:H.LKSN|TGN:21116|https://en.wikipedia.org/wiki/Saline_lake
ENVO:00000020,lake,'part of' some hydrosphere,'lentic water body' and (partially_surrounded_by some 'planetary landmass') and ('located in' some (depression and ('part of' some 'planetary landmass'))),EcoLexicon:lake|FTT:221|FTT:704|FTT:909|Geonames:H.LK|Geonames:H.LKS|SPIRE:Lake_or_pond|SWEETRealm:Lake|TGN:21114|TGN:21115
ENVO:00000021,freshwater lake,'composed primarily of' some 'fresh water'|lake,,SWEETRealm:FreshwaterLake
ENVO:00000022,river,'adjacent to' some 'river bank'|'continuous with' some 'river channel'|stream,,EcoLexicon:river|FTT:1179|FTT:251|SPIRE:River|SWEETRealm:River|TGN:21105
ENVO:00000023,stream,'continuous with' some 'stream channel'|'has quality' some linear|watercourse,,EcoLexicon:stream|FTT:105|FTT:1221|FTT:1225|FTT:1261|FTT:303|FTT:371|FTT:593|FTT:721|Geonames:H.STM|Geonames:H.STMS|SWEETRealm:Stream|TGN:21106|TGN:21107|TGN:21108|TGN:21109|https://en.wikipedia.org/wiki/Stream
ENVO:00000024,obsolete intermittent stream,,,FTT:105|FTT:882|Geonames:H.STMI|https://en.wikipedia.org/wiki/Intermittent_stream
ENVO:00000025,reservoir,artificial lake,,EcoLexicon:reservoir|FTT:587|FTT:588|FTT:882|Geonames:H.RSV|SWEETRealm:Reservoir|TGN:51259|https://en.wikipedia.org/wiki/Reservoir
ENVO:00000026,well,'has part' some (tunnel or depression or borehole)|anthropogenic geographic feature,,EcoLexicon:well|FTT:1032|FTT:1237|FTT:833|Geonames:H.WLL|Geonames:H.WLLS|SWEETRealm:Well|TGN:51255|https://en.wikipedia.org/wiki/Well
ENVO:00000027,spring,'part of' some 'solid surface layer'|astronomical body part|compound astronomical body part,,EcoLexicon:spring|FTT:982|Geonames:H.SPNG|SWEETRealm:Spring|TGN:21126
ENVO:00000028,sand pit quarry,quarry,quarry and ('capable of' some ('material extraction process' and ('has output' some sand))),https://en.wikipedia.org/wiki/Sand_pit
ENVO:00000029,watercourse,'continuous with' some 'channel of a watercourse'|lotic water body,,EcoLexicon:brook|EcoLexicon:course|EcoLexicon:culvert|EcoLexicon:gully|EcoLexicon:ravine|EcoLexicon:spillway|EcoLexicon:waterway|FTT:105|Geonames:H.NRWS|Geonames:H.RCH|Geonames:H.WTRC|Geonames:S.SPLY|TGN:21110|TGN:21131|TGN:21133|TGN:21137|TGN:21163|TGN:21499|https://en.wikipedia.org/wiki/Watercourse
ENVO:00000030,dead cave,cave,cave and ('has quality' some dry),
ENVO:00000031,wadi,'contains process' some ('water accumulation process' and ('has quality' some discontinuous))|'contains process' some ('water flow process' and ('has quality' some discontinuous))|valley,,EcoLexicon:wadi|FTT:157|FTT:158|FTT:159|FTT:160|FTT:161|FTT:163|FTT:164|Geonames:H.WAD|Geonames:H.WADB|Geonames:H.WADJ|Geonames:H.WADS|SWEETRealm:Arroyo|SWEETRealm:Wash|TGN:21167|TGN:21423|TGN:21424|https://en.wikipedia.org/wiki/Wadi
ENVO:00000032,bay,coastal inlet,,EcoLexicon:bay|FTT:190|FTT:232|FTT:235|Geonames:H.BAY|Geonames:H.BAYS|Geonames:H.BGHT|SWEETRealm:Bay|TGN:21121|TGN:21123|TGN:21127
ENVO:00000033,pond,lentic water body,,EcoLexicon:pond|FTT:221|FTT:902|FTT:904|FTT:905|Geonames:H.PND|Geonames:H.PNDS|Geonames:H.POOL|SPIRE:Lake_or_pond|SWEETRealm:Pond|TGN:21104|TGN:21119|https://en.wikipedia.org/wiki/Pond
ENVO:00000034,rapids,'part of' some stream|hydroform,,EcoLexicon:rapids|FTT:212|Geonames:H.RPDS|SWEETRealm:Torrent|TGN:21162|https://en.wikipedia.org/wiki/Rapids
ENVO:00000035,marsh,wetland ecosystem,,EcoLexicon:marsh|FTT:1118|FTT:185|FTT:945|Geonames:H.MRSH|LTER:326|SPIRE:Marsh|SWEETRealm:Marsh|TGN:21322|https://en.wikipedia.org/wiki/Marsh
ENVO:00000036,irrigation canal,canal,,FTT:129|FTT:405|Geonames:H.CNLI
ENVO:00000037,ditch,artificial channel,,EcoLexicon:drain|FTT:129|FTT:400|FTT:403|Geomames:DTCH|SWEETRealm:Drain|TGN:51256|https://en.wikipedia.org/wiki/Ditch
ENVO:00000038,lagoon,'adjacent to' some shore|'composed primarily of' some 'saline water'|'part of' some 'coastal wetland ecosystem'|aquatic layer,,EcoLexicon:lagoon|FTT:221|FTT:898|FTT:899|Geonames:H.LGN|Geonames:H.LGNS|SWEETRealm:Lagoon|TGN:21125|https://en.wikipedia.org/wiki/Lagoon
ENVO:00000039,fjord,'adjacent to' some slope|'formed as result of' some 'glacial erosion process'|'has quality' some elongated|coastal inlet,,EcoLexicon:fiord|FTT:231|FTT:690|FTT:704|Geonames:H.FJD|Geonames:H.FJDS|SWEETRealm:Fiord|SWEETRealm:Fjord|TGN:21122|https://en.wikipedia.org/wiki/Fjord
ENVO:00000040,waterfall,'part of' some stream|lotic water body,,EcoLexicon:force|EcoLexicon:waterfall|FTT:435|FTT:436|FTT:439|FTT:680|Geonames:H.FLLS|TGN:21161|TGN:21166|https://en.wikipedia.org/wiki/Waterfall
ENVO:00000041,tidal creek,tidal watercourse,,FTT:105|FTT:1223|Geonames:H.CRKT|https://en.wikipedia.org/wiki/Tidal_creek
ENVO:00000042,drainage canal,canal,,FTT:129|FTT:401|Geonames:H.CNLD
ENVO:00000043,wetland area,overlaps some 'wetland ecosystem'|vegetated area,'vegetated area' and (overlaps some 'wetland ecosystem'),
ENVO:00000044,peatland,overlaps some ('planetary landmass' and ('composed primarily of' some 'peat soil'))|wetland ecosystem,,EcoLexicon:peat_bog|FTT:1061|FTT:185|FTT:281|FTT:983|Geonames:H.BOG|LTER:402|LTER:70|SPIRE:Bog|SWEETRealm:Peatland|TGN:21304|https://en.wikipedia.org/wiki/Peatland
ENVO:00000045,estuary,'partially overlaps' min 1 'stream mouth'|'partially overlaps' some 'coastal wetland ecosystem'|water body,,EcoLexicon:estuary|FTT:234|Geonames:H.ESTY|SWEETRealm:Estuary|TGN:21152|https://en.wikipedia.org/wiki/Estuary
ENVO:00000046,hedge,anthropogenic geographic feature,,https://en.wikipedia.org/wiki/Hedge
ENVO:00000047,obsolete canopy,,,
ENVO:00000048,navigation canal,canal,,EcoLexicon:navigation_channel|FTT:409|FTT:467|Geonames:H.CHNN|Geonames:H.CNLN|TGN:51257
ENVO:00000049,obsolete volcanic hydrographic feature,,,
ENVO:00000050,geyser,hot spring,,EcoLexicon:geyser|FTT:755|Geonames:H.GYSR|TGN:21171|https://en.wikipedia.org/wiki/Geyser
ENVO:00000051,hot spring,spring,,EcoLexicon:thermal_spring|FTT:732|FTT:815|Geonames:H.SPNT|https://en.wikipedia.org/wiki/Hot_spring
ENVO:00000052,volcanic crater lake,'located in' some 'volcanic crater'|crater lake,'crater lake' and ('located in' some 'volcanic crater'),FTT:384|FTT:590|Geonames:H.LKC|Geonames:H.LKSC|TGN:21138|https://en.wikipedia.org/wiki/Crater_lake
ENVO:00000053,freshwater marsh,marsh,marsh and ((overlaps some 'water body') and ('composed primarily of' some 'fresh water')),
ENVO:00000054,saline marsh,marsh,marsh and (('has part' some 'water body') and ('composed primarily of' some 'saline water')),EcoLexicon:salt_marsh|FTT:1190|FTT:185|Geonames:H.MRSHN|LTER:482|TGN:21323|https://en.wikipedia.org/wiki/Saline_marsh
ENVO:00000055,saline evaporation pond,'has part' some 'saline water'|pond,,FTT:221|FTT:906|FTT:908|Geonames:H.MFGN|Geonames:H.PNDN|Geonames:H.PNDSN|https://en.wikipedia.org/wiki/Salt_evaporation_pond
ENVO:00000056,fishpond,lentic water body,,FTT:221|FTT:696|FTT:701|Geonames:H.PNDSF|https://en.wikipedia.org/wiki/Fishpond
ENVO:00000057,mangrove swamp,'has part' some ('ecological community' and ('composed primarily of' some 'whole plant'))|'has quality' some (tropical or subtropical)|coastal wetland ecosystem,,EcoLexicon:mangrove_swamp|FTT:185|FTT:934|Geonames:H.MGV|https://en.wikipedia.org/wiki/Mangrove_swamp
ENVO:00000058,underground lake,lake|underground water body,,FTT:445|FTT:449|Geonames:H.LKSB|TGN:21188|https://en.wikipedia.org/wiki/Underground_lake
ENVO:00000059,underground river,river|underground stream,,TGN:21187|https://en.wikipedia.org/wiki/Underground_river
ENVO:00000060,underground stream,stream|underground water body,,
ENVO:00000061,underground water body,water body,,
ENVO:00000062,populated place,'location of' min 1 building|'location of' some 'Homo sapiens'|environmental zone,,FTT:1097|FTT:33|Geonames:P.PPL|Geonames:P.PPLS|TGN:22201|TGN:83002|https://en.wikipedia.org/wiki/Populated_place
ENVO:00000063,water body,'composed primarily of' some water|'part of' some hydrosphere|water mass,,EcoLexicon:waterbody|FTT:131|FTT:280|FTT:827|SWEETRealm:BodyOfWater|TGN:21100|TGN:21101|https://en.wikipedia.org/wiki/Water_body
ENVO:00000064,road,constructed pavement,,EcoLexicon:road|FTT:1058|FTT:1183|FTT:1185|FTT:1187|FTT:431|FTT:443|FTT:646|FTT:798|FTT:884|Geonames:R|Geonames:R.RD|Geonames:R.ST|LTER:475|SWEETRealm:Highway|TGN:53151|TGN:53153|TGN:53154|TGN:53157|https://en.wikipedia.org/wiki/Road
ENVO:00000065,railway,transport feature,,FTT:1132|FTT:960|Geonames:R|Geonames:R.RR|TGN:53155|https://en.wikipedia.org/wiki/Railway
ENVO:00000066,man-made tunnel,tunnel,,FTT:1136|FTT:1184|FTT:396|FTT:397|Geonames:R.TNL|Geonames:R.TNLRD|Geonames:R.TNLRR|Geonames:R.TNLS|TGN:51845|https://en.wikipedia.org/wiki/Tunnel
ENVO:00000067,cave,'has part' some 'cave floor'|'has part' some 'cave wall'|'has quality' some 'closure incomplete'|solid astronomical body part,,FTT:1071|FTT:443|FTT:445|FTT:446|FTT:447|Geonames:S.CAVE|SWEETRealm:Cave|TGN:21485|TGN:21486|https://en.wikipedia.org/wiki/Cave
ENVO:00000068,tunnel,'has quality' some tubular|channel,,FTT:445|FTT:448|Geonames:R.TNLN|SWEETRealm:Tunnel|TGN:21447|https://en.wikipedia.org/wiki/Tunnel
ENVO:00000069,distributary,stream,stream and ('distributary of' some 'hydrographic feature'),FTT:636|Geonames:H.STMD|https://en.wikipedia.org/wiki/Distributary
ENVO:00000070,human construction,'output of' some 'human-directed construction process'|'part of' some technosphere,construction and ('output of' some 'human-directed construction process'),
ENVO:00000071,fault cave,cave,,
ENVO:00000072,aquaduct,canal,,FTT:128|Geonames:H.CNLA|SWEETRealm:Aqueduct|TGN:51258|https://en.wikipedia.org/wiki/Aquaduct
ENVO:00000073,building,'has part' some 'building part'|human construction,,FTT:42|Geonames:S.BLDG|LTER:76|TGN:51011|https://en.wikipedia.org/wiki/Building
ENVO:00000074,dam,constructed barrier,,EcoLexicon:dam|FTT:599|FTT:600|Geonames:S.DAM|SWEETRealm:Dam|TGN:51253|https://en.wikipedia.org/wiki/Dam
ENVO:00000075,bridge,transport feature,,EcoLexicon:bridge|FTT:297|Geonames:S.BDG|TGN:51841|https://en.wikipedia.org/wiki/Bridge
ENVO:00000076,mine,'output of' some 'human-directed construction process'|'participates in' some mining|human construction,,EcoLexicon:mine|FTT:14|FTT:968|Geonames:L.MNA|Geonames:S.MN|TGN:54211|TGN:54212
ENVO:00000077,agricultural ecosystem,ecosystem,(ecosystem and ('participates in' some 'agricultural process')) or ('formed as result of' some 'agricultural land conversion process'),FTT:1246|FTT:1247|FTT:44|FTT:45|FTT:46|FTT:48|FTT:50|FTT:51|FTT:52|FTT:57|FTT:60|FTT:62|FTT:63|FTT:64|FTT:72|FTT:74|Geonames:L.AGRC|Geonames:L.RESA|Geonames:S.NSY|TGN:55001
ENVO:00000078,farm,'part of' some ('cropland biome' or 'rangeland biome')|agricultural ecosystem,,FTT:45|FTT:58|FTT:59|FTT:69|Geonames:S.FRM|Geonames:S.FRMS|Geonames:S.RNCH|TGN:54011|https://en.wikipedia.org/wiki/Farm
ENVO:00000079,flume,canal,,EcoLexicon:flume|FTT:129|FTT:404|https://en.wikipedia.org/wiki/Flume
ENVO:00000080,mountain range,overlaps min 2 mountain|overlaps some mountain|range of mounts,,EcoLexicon:mountain_range|FTT:548|FTT:995|FTT:997|Geonamaes:MTS|SWEETRealm:MountainRange|TGN:21431|TGN:21432|https://en.wikipedia.org/wiki/Mountain_range
ENVO:00000081,mountain,'formed as result of' some ('volcanic eruption' or 'tectonic movement')|mount,,EcoLexicon:mountain|FTT:1000|FTT:118|FTT:460|FTT:548|FTT:713|FTT:896|FTT:993|Geonames:T.MT|Geonames:T.MTS|SWEETRealm:Mountain|TGN:21430|TGN:21434|https://en.wikipedia.org/wiki/Mountain
ENVO:00000082,hill range,'has part' some hill|range of mounts,,
ENVO:00000083,hill,mount,,EcoLexicon:hill|FTT:118|FTT:468|FTT:713|FTT:799|FTT:896|Geonames:T.HLL|Geonames:T.HLLS|SWEETRealm:Hill|TGN:21437|TGN:21438|https://en.wikipedia.org/wiki/Hill
ENVO:00000084,mountain pass,'has quality' some U-shaped|'part of' some 'mountain range'|solid astronomical body part,,EcoLexicon:mountain_pass|FTT:510|FTT:612|FTT:738|FTT:739|FTT:740|Geonames:T.GAP|Geonames:T.PASS|Geonames:T.SDL|SWEETRealm:Pass|TGN:21433|TGN:21436|TGN:21524|https://en.wikipedia.org/wiki/Mountain_pass
ENVO:00000085,alpine glacier,'adjacent to' some 'glacial valley'|glacier,,
ENVO:00000086,plain,'has quality' some flat|solid astronomical body part,,EcoLexicon:plain|FTT:707|FTT:874|FTT:926|Geonames:T.PLN|SWEETRealm:Plain|TGN:21461|https://en.wikipedia.org/wiki/Plain
ENVO:00000087,cliff,slope,,EcoLexicon:cliff|FTT:268|FTT:269|FTT:491|FTT:492|Geonames:T.CLF|SWEETRealm:Cliff|TGN:21487|TGN:21488|https://en.wikipedia.org/wiki/Cliff
ENVO:00000088,sea cliff,cliff|overlaps some 'sea coast',cliff and ('adjacent to' some sea),https://en.wikipedia.org/wiki/Sea_cliff
ENVO:00000089,inland cliff,cliff,,EcoLexicon:crag|FTT:589
ENVO:00000090,coastal plain,plain,plain and (overlaps some 'sea coast'),EcoLexicon:coastal_plain|EcoLexicon:coastal_zone|FTT:240|FTT:499|FTT:500|FTT:501|FTT:502|FTT:503|FTT:504|SWEETRealm:CoastalPlain|https://en.wikipedia.org/wiki/Coastal_plain
ENVO:00000091,beach,'composed primarily of' some (sediment and ('composed primarily of' some (pebble or cobble or sand or gravel or shell)))|'part of' some shore|solid astronomical body part,,EcoLexicon:beach|EcoLexicon:to_beach|FTT:237|FTT:239|Geonames:T.BCH|Geonames:T.BCHS|SWEETRealm:Beach|TGN:21482|https://en.wikipedia.org/wiki/Beach
ENVO:00000092,sea beach,beach|overlaps some 'sea coast',beach and ('adjacent to' some sea),https://en.wikipedia.org/wiki/Strand
ENVO:00000093,lacustrine beach,beach,beach and ('adjacent to' some lake),
ENVO:00000094,volcanic feature,astronomical body part,'astronomical body part' and ('formed as result of' some 'volcanic eruption'),FTT:591|TGN:21407
ENVO:00000095,obsolete lava field,,,EcoLexicon:lava_flow|FTT:916|FTT:917|Geonames:T.LAVA|TGN:21612|https://en.wikipedia.org/wiki/Lava_field
ENVO:00000096,caldera,'formed as result of' some 'volcanic eruption'|crater,,FTT:384|Geonames:T.CLDA|TGN:21409|https://en.wikipedia.org/wiki/Caldera
ENVO:00000097,desert area,,'area of barren land' and ('has quality' some arid),EcoLexicon:desert|FTT:1|FTT:188|Geonames:T.DSRT|LTER:147|SWEETRealm:Desert|TGN:21201|https://en.wikipedia.org/wiki/Desert
ENVO:00000098,island,'surrounded by' some ('wetland area' or 'water body')|planetary landmass,,EcoLexicon:island|FTT:147|FTT:450|FTT:886|FTT:887|FTT:888|FTT:889|Geonames:T.ISL|Geonames:T.ISLS|SWEETRealm:Island|TGN:21468|TGN:21469|TGN:21471|TGN:21475|https://en.wikipedia.org/wiki/Island
ENVO:00000099,artificial island,island,,FTT:1023|FTT:171|Geonames:T.ISLF|https://en.wikipedia.org/wiki/Artificial_island
ENVO:00000100,valley,'formed as result of' some 'planetary erosion'|'has quality' some elongated|geographic basin,,EcoLexicon:valley|FTT:158|FTT:166|FTT:418|FTT:761|FTT:811|FTT:949|Geonames:T.GRGE|Geonames:T.VAL|Geonames:T.VALS|SWEETRealm:Valley|TGN:21425|TGN:21451|TGN:21452|TGN:21453
ENVO:00000101,delta,river mouth,,EcoLexicon:delta|FTT:97|Geonames:T.DLTA|SWEETRealm:Delta|TGN:21164|TGN:21422|https://en.wikipedia.org/wiki/Delta
ENVO:00000102,cave entrance,'part of' some cave|site,,FTT:444
ENVO:00000103,mangrove island,'has part' some 'mangrove swamp'|island,,FTT:147|FTT:891|Geonames:T.ISLM
ENVO:00000104,undersea feature,hydrographic feature,,EcoLexicon:fan|EcoLexicon:platform|EcoLexicon:ravine|FTT:1020|FTT:1137|FTT:1176|FTT:1193|FTT:1194|FTT:1195|FTT:1196|FTT:5|FTT:810|FTT:984|Geonames:FRKU|Geonames:FRSU|Geonames:MDVU|Geonames:PLFU|Geonames:RAVU|Geonames:RMPU|Geonames:U.BSNU|Geonames:U.EDGU|Geonames:U.ESCU|Geonames:U.FANU|Geonames:U.FLTU|Geonames:U.FURU|Geonames:U.GAPU|Geonames:U.GLYU|Geonames:U.HOLU|Geonames:U.LDGU|Geonames:U.LEVU|Geonames:U.PLNU|Geonames:U.PLTU|Geonames:U.PNLU|Geonames:U.PRVU|Geonames:U.RDGU|Geonames:U.RDSU|Geonames:U.RISU|Geonames:U.SDLU|Geonames:U.SHVU|Geonames:U.SILU|Geonames:U.SPRU|Geonames:U.TERU|Geonames:U.VALU|Geonames:U.VLSU|TGN:23001|TGN:23116|TGN:23117|TGN:23118|TGN:23135|TGN:23162|TGN:23181|TGN:23182|TGN:23183|TGN:23184|TGN:23188|TGN:23192|TGN:23193|TGN:23194|TGN:23195|TGN:23196|TGN:23211|TGN:23212|TGN:23301|TGN:23411|TGN:23412|TGN:23413|TGN:23415|TGN:23421|TGN:23423|TGN:23424|TGN:23431|TGN:23453|TGN:23461|TGN:23463|TGN:23467|TGN:23550
ENVO:00000105,lake surface,'part of' some lake|liquid air-water interface layer|partially_surrounded_by some air,,
ENVO:00000106,grassland area,overlaps some 'grassland ecosystem'|vegetated area,,
ENVO:00000107,heath,vegetated area,,FTT:1191|FTT:792|Geonames:V.HTH|SPIRE:Heath|TGN:21609|https://en.wikipedia.org/wiki/Heath
ENVO:00000108,meadow ecosystem,grassland ecosystem,,FTT:259|FTT:767|Geonames:V.MDW|LTER:330|TGN:21613
ENVO:00000109,woodland area,vegetated area,,FTT:1083|FTT:505|FTT:506|FTT:719|FTT:774|Geonames:V.GRVPN|LTER:503|SWEETRealm:Break|SWEETRealm:Scrub|TGN:21631|TGN:21632|TGN:21641|https://en.wikipedia.org/wiki/Woodland
ENVO:00000110,lava tunnel,'has quality' some tubular|volcanic cave,,
ENVO:00000111,forested area,woodland area,'woodland area' and (overlaps some 'forest ecosystem'),EcoLexicon:forest|FTT:258|FTT:506|FTT:715|FTT:717|Geonames:V.FRST|LTER:2|SWEETRealm:Forest|TGN:21641|TGN:21642|TGN:21645|https://en.wikipedia.org/wiki/Forest
ENVO:00000112,area of tundra,'has quality' some 'tundra climatic condition'|'part of' some 'tundra biome'|'part of' some 'tundra ecosystem'|'partially overlaps' some 'tree line ecotone'|vegetated area,,EcoLexicon:tundra|FTT:151|FTT:152|Geonames:V.TUND|LTER:605|TGN:21611
ENVO:00000113,obsolete cultivated habitat,,,EcoLexicon:agriculture|FTT:1248|FTT:54|FTT:55|FTT:56|Geonames:V.CULT|SPIRE:Agricultural|SWEETRealm:Range
ENVO:00000114,agricultural field,field,,EcoLexicon:field|FTT:45|FTT:61|Geonames:L.FLD|SWEETRealm:Field|TGN:21456
ENVO:00000115,orchard,plantation,,EcoLexicon:orchard|FTT:45|FTT:66|Geonames:V.OCH|TGN:54014|https://en.wikipedia.org/wiki/Orchard
ENVO:00000116,vineyard,plantation,,FTT:45|FTT:77|Geonames:V.VIN|Geonames:V.VINS|TGN:54015|https://en.wikipedia.org/wiki/Vineyard
